opening_balance_id,product_id,warehouse_id,balance_date,opening_units
IP01905-W007,IP01905,W007,2023-01-01,297
IP01905-W008,IP01905,W008,2023-01-01,268
IP01905-W009,IP01905,W009,2023-01-01,214
IP01905-W010,IP01905,W010,2023-01-01,377
IP01905-W011,IP01905,W011,2023-01-01,353
IP01905-W012,IP01905,W012,2023-01-01,146
IP01906-W001,IP01906,W001,2023-01-01,440
IP01906-W002,IP01906,W002,2023-01-01,226
IP01906-W003,IP01906,W003,2023-01-01,212
IP01906-W004,IP01906,W004,2023-01-01,329
IP01906-W005,IP01906,W005,2023-01-01,443
IP01906-W006,IP01906,W006,2023-01-01,218
IP01906-W007,IP01906,W007,2023-01-01,349
IP01906-W008,IP01906,W008,2023-01-01,286
IP01906-W009,IP01906,W009,2023-01-01,254
IP01906-W010,IP01906,W010,2023-01-01,294
IP01906-W011,IP01906,W011,2023-01-01,216
IP01906-W012,IP01906,W012,2023-01-01,173
IP01907-W001,IP01907,W001,2023-01-01,279
IP01907-W002,IP01907,W002,2023-01-01,229
IP01907-W003,IP01907,W003,2023-01-01,78
IP01907-W004,IP01907,W004,2023-01-01,387
IP01907-W005,IP01907,W005,2023-01-01,213
IP01907-W006,IP01907,W006,2023-01-01,134
IP01907-W007,IP01907,W007,2023-01-01,163
IP01907-W008,IP01907,W008,2023-01-01,195
IP01907-W009,IP01907,W009,2023-01-01,245
IP01907-W010,IP01907,W010,2023-01-01,447
IP01907-W011,IP01907,W011,2023-01-01,327
IP01907-W012,IP01907,W012,2023-01-01,335
IP01908-W001,IP01908,W001,2023-01-01,392
IP01908-W002,IP01908,W002,2023-01-01,95
IP01908-W003,IP01908,W003,2023-01-01,318
IP01908-W004,IP01908,W004,2023-01-01,333
IP01908-W005,IP01908,W005,2023-01-01,307
IP01908-W006,IP01908,W006,2023-01-01,121
IP01908-W007,IP01908,W007,2023-01-01,294
IP01908-W008,IP01908,W008,2023-01-01,425
IP01908-W009,IP01908,W009,2023-01-01,415
IP01908-W010,IP01908,W010,2023-01-01,344
IP01908-W011,IP01908,W011,2023-01-01,288
IP01908-W012,IP01908,W012,2023-01-01,185
IP01909-W001,IP01909,W001,2023-01-01,119
IP01909-W002,IP01909,W002,2023-01-01,94
IP01909-W003,IP01909,W003,2023-01-01,290
IP01909-W004,IP01909,W004,2023-01-01,400
IP01909-W005,IP01909,W005,2023-01-01,335
IP01909-W006,IP01909,W006,2023-01-01,165
IP01909-W007,IP01909,W007,2023-01-01,413
IP01909-W008,IP01909,W008,2023-01-01,96
IP01909-W009,IP01909,W009,2023-01-01,154
IP01909-W010,IP01909,W010,2023-01-01,368
IP01909-W011,IP01909,W011,2023-01-01,362
IP01909-W012,IP01909,W012,2023-01-01,271
IP01910-W001,IP01910,W001,2023-01-01,135
IP01910-W002,IP01910,W002,2023-01-01,419
IP01910-W003,IP01910,W003,2023-01-01,121
IP01910-W004,IP01910,W004,2023-01-01,246
IP01910-W005,IP01910,W005,2023-01-01,291
IP01910-W006,IP01910,W006,2023-01-01,302
IP01910-W007,IP01910,W007,2023-01-01,171
IP01910-W008,IP01910,W008,2023-01-01,198
IP01910-W009,IP01910,W009,2023-01-01,299
IP01910-W010,IP01910,W010,2023-01-01,424
IP01910-W011,IP01910,W011,2023-01-01,160
IP01910-W012,IP01910,W012,2023-01-01,113
IP01911-W001,IP01911,W001,2023-01-01,305
IP01911-W002,IP01911,W002,2023-01-01,372
IP01911-W003,IP01911,W003,2023-01-01,256
IP01911-W004,IP01911,W004,2023-01-01,105
IP01911-W005,IP01911,W005,2023-01-01,304
IP01911-W006,IP01911,W006,2023-01-01,99
IP01911-W007,IP01911,W007,2023-01-01,301
IP01911-W008,IP01911,W008,2023-01-01,304
IP01911-W009,IP01911,W009,2023-01-01,326
IP01911-W010,IP01911,W010,2023-01-01,212
IP01911-W011,IP01911,W011,2023-01-01,303
IP01911-W012,IP01911,W012,2023-01-01,289
IP01912-W001,IP01912,W001,2023-01-01,335
IP01912-W002,IP01912,W002,2023-01-01,342
IP01912-W003,IP01912,W003,2023-01-01,367
IP01912-W004,IP01912,W004,2023-01-01,304
IP01912-W005,IP01912,W005,2023-01-01,323
IP01912-W006,IP01912,W006,2023-01-01,286
IP01912-W007,IP01912,W007,2023-01-01,118
IP01912-W008,IP01912,W008,2023-01-01,348
IP01912-W009,IP01912,W009,2023-01-01,426
IP01912-W010,IP01912,W010,2023-01-01,430
IP01912-W011,IP01912,W011,2023-01-01,172
IP01912-W012,IP01912,W012,2023-01-01,116
IP01913-W001,IP01913,W001,2023-01-01,389
IP01913-W002,IP01913,W002,2023-01-01,293
IP01913-W003,IP01913,W003,2023-01-01,251
IP01913-W004,IP01913,W004,2023-01-01,197
IP01913-W005,IP01913,W005,2023-01-01,233
IP01913-W006,IP01913,W006,2023-01-01,438
IP01913-W007,IP01913,W007,2023-01-01,159
IP01913-W008,IP01913,W008,2023-01-01,298
IP01913-W009,IP01913,W009,2023-01-01,312
IP01913-W010,IP01913,W010,2023-01-01,100
IP01913-W011,IP01913,W011,2023-01-01,443
IP01913-W012,IP01913,W012,2023-01-01,448
IP01914-W001,IP01914,W001,2023-01-01,92
IP01914-W002,IP01914,W002,2023-01-01,341
IP01914-W003,IP01914,W003,2023-01-01,153
IP01914-W004,IP01914,W004,2023-01-01,153
IP01914-W005,IP01914,W005,2023-01-01,101
IP01914-W006,IP01914,W006,2023-01-01,197
IP01914-W007,IP01914,W007,2023-01-01,374
IP01914-W008,IP01914,W008,2023-01-01,273
IP01914-W009,IP01914,W009,2023-01-01,402
IP01914-W010,IP01914,W010,2023-01-01,433
IP01914-W011,IP01914,W011,2023-01-01,114
IP01914-W012,IP01914,W012,2023-01-01,104
IP01915-W001,IP01915,W001,2023-01-01,164
IP01915-W002,IP01915,W002,2023-01-01,428
IP01915-W003,IP01915,W003,2023-01-01,332
IP01915-W004,IP01915,W004,2023-01-01,91
IP01915-W005,IP01915,W005,2023-01-01,347
IP01915-W006,IP01915,W006,2023-01-01,243
IP01915-W007,IP01915,W007,2023-01-01,210
IP01915-W008,IP01915,W008,2023-01-01,299
IP01915-W009,IP01915,W009,2023-01-01,109
IP01915-W010,IP01915,W010,2023-01-01,170
IP01915-W011,IP01915,W011,2023-01-01,258
IP01915-W012,IP01915,W012,2023-01-01,212
IP01916-W001,IP01916,W001,2023-01-01,91
IP01916-W002,IP01916,W002,2023-01-01,444
IP01916-W003,IP01916,W003,2023-01-01,126
IP01916-W004,IP01916,W004,2023-01-01,267
IP01916-W005,IP01916,W005,2023-01-01,362
IP01916-W006,IP01916,W006,2023-01-01,307
IP01916-W007,IP01916,W007,2023-01-01,374
IP01916-W008,IP01916,W008,2023-01-01,290
IP01916-W009,IP01916,W009,2023-01-01,132
IP01916-W010,IP01916,W010,2023-01-01,357
IP01916-W011,IP01916,W011,2023-01-01,369
IP01916-W012,IP01916,W012,2023-01-01,185
IP01917-W001,IP01917,W001,2023-01-01,176
IP01917-W002,IP01917,W002,2023-01-01,108
IP01917-W003,IP01917,W003,2023-01-01,119
IP01917-W004,IP01917,W004,2023-01-01,346
IP01917-W005,IP01917,W005,2023-01-01,194
IP01917-W006,IP01917,W006,2023-01-01,371
IP01917-W007,IP01917,W007,2023-01-01,372
IP01917-W008,IP01917,W008,2023-01-01,94
IP01917-W009,IP01917,W009,2023-01-01,239
IP01917-W010,IP01917,W010,2023-01-01,375
IP01917-W011,IP01917,W011,2023-01-01,250
IP01917-W012,IP01917,W012,2023-01-01,130
IP01918-W001,IP01918,W001,2023-01-01,353
IP01918-W002,IP01918,W002,2023-01-01,324
IP01918-W003,IP01918,W003,2023-01-01,255
IP01918-W004,IP01918,W004,2023-01-01,152
IP01918-W005,IP01918,W005,2023-01-01,362
IP01918-W006,IP01918,W006,2023-01-01,446
IP01918-W007,IP01918,W007,2023-01-01,303
IP01918-W008,IP01918,W008,2023-01-01,364
IP01918-W009,IP01918,W009,2023-01-01,78
IP01918-W010,IP01918,W010,2023-01-01,432
IP01918-W011,IP01918,W011,2023-01-01,191
IP01918-W012,IP01918,W012,2023-01-01,118
IP01919-W001,IP01919,W001,2023-01-01,442
IP01919-W002,IP01919,W002,2023-01-01,161
IP01919-W003,IP01919,W003,2023-01-01,292
IP01919-W004,IP01919,W004,2023-01-01,190
IP01919-W005,IP01919,W005,2023-01-01,149
IP01919-W006,IP01919,W006,2023-01-01,202
IP01919-W007,IP01919,W007,2023-01-01,122
IP01919-W008,IP01919,W008,2023-01-01,175
IP01919-W009,IP01919,W009,2023-01-01,298
IP01919-W010,IP01919,W010,2023-01-01,317
IP01919-W011,IP01919,W011,2023-01-01,161
IP01919-W012,IP01919,W012,2023-01-01,241
IP01920-W001,IP01920,W001,2023-01-01,349
IP01920-W002,IP01920,W002,2023-01-01,279
IP01920-W003,IP01920,W003,2023-01-01,292
IP01920-W004,IP01920,W004,2023-01-01,108
IP01920-W005,IP01920,W005,2023-01-01,115
IP01920-W006,IP01920,W006,2023-01-01,382
IP01920-W007,IP01920,W007,2023-01-01,185
IP01920-W008,IP01920,W008,2023-01-01,259
IP01920-W009,IP01920,W009,2023-01-01,161
IP01920-W010,IP01920,W010,2023-01-01,445
IP01920-W011,IP01920,W011,2023-01-01,81
IP01920-W012,IP01920,W012,2023-01-01,294
IP01921-W001,IP01921,W001,2023-01-01,135
IP01921-W002,IP01921,W002,2023-01-01,437
IP01921-W003,IP01921,W003,2023-01-01,234
IP01921-W004,IP01921,W004,2023-01-01,285
IP01921-W005,IP01921,W005,2023-01-01,442
IP01921-W006,IP01921,W006,2023-01-01,101
IP01921-W007,IP01921,W007,2023-01-01,107
IP01921-W008,IP01921,W008,2023-01-01,241
IP01921-W009,IP01921,W009,2023-01-01,217
IP01921-W010,IP01921,W010,2023-01-01,163
IP01921-W011,IP01921,W011,2023-01-01,189
IP01921-W012,IP01921,W012,2023-01-01,310
IP01922-W001,IP01922,W001,2023-01-01,93
IP01922-W002,IP01922,W002,2023-01-01,183
IP01922-W003,IP01922,W003,2023-01-01,446
IP01922-W004,IP01922,W004,2023-01-01,89
IP01922-W005,IP01922,W005,2023-01-01,119
IP01922-W006,IP01922,W006,2023-01-01,221
IP01922-W007,IP01922,W007,2023-01-01,333
IP01922-W008,IP01922,W008,2023-01-01,400
IP01922-W009,IP01922,W009,2023-01-01,113
IP01922-W010,IP01922,W010,2023-01-01,370
IP01922-W011,IP01922,W011,2023-01-01,358
IP01922-W012,IP01922,W012,2023-01-01,210
IP01923-W001,IP01923,W001,2023-01-01,281
IP01923-W002,IP01923,W002,2023-01-01,357
IP01923-W003,IP01923,W003,2023-01-01,149
IP01923-W004,IP01923,W004,2023-01-01,78
IP01923-W005,IP01923,W005,2023-01-01,152
IP01923-W006,IP01923,W006,2023-01-01,82
IP01923-W007,IP01923,W007,2023-01-01,130
IP01923-W008,IP01923,W008,2023-01-01,230
IP01923-W009,IP01923,W009,2023-01-01,440
IP01923-W010,IP01923,W010,2023-01-01,177
IP01923-W011,IP01923,W011,2023-01-01,233
IP01923-W012,IP01923,W012,2023-01-01,184
IP01924-W001,IP01924,W001,2023-01-01,262
IP01924-W002,IP01924,W002,2023-01-01,227
IP01924-W003,IP01924,W003,2023-01-01,396
IP01924-W004,IP01924,W004,2023-01-01,189
IP01924-W005,IP01924,W005,2023-01-01,122
IP01924-W006,IP01924,W006,2023-01-01,82
IP01924-W007,IP01924,W007,2023-01-01,190
IP01924-W008,IP01924,W008,2023-01-01,349
IP01924-W009,IP01924,W009,2023-01-01,285
IP01924-W010,IP01924,W010,2023-01-01,174
IP01924-W011,IP01924,W011,2023-01-01,334
IP01924-W012,IP01924,W012,2023-01-01,409
IP01925-W001,IP01925,W001,2023-01-01,331
IP01925-W002,IP01925,W002,2023-01-01,257
IP01925-W003,IP01925,W003,2023-01-01,300
IP01925-W004,IP01925,W004,2023-01-01,93
IP01925-W005,IP01925,W005,2023-01-01,107
IP01925-W006,IP01925,W006,2023-01-01,298
IP01925-W007,IP01925,W007,2023-01-01,322
IP01925-W008,IP01925,W008,2023-01-01,396
IP01925-W009,IP01925,W009,2023-01-01,253
IP01925-W010,IP01925,W010,2023-01-01,369
IP01925-W011,IP01925,W011,2023-01-01,377
IP01925-W012,IP01925,W012,2023-01-01,313
IP01926-W001,IP01926,W001,2023-01-01,343
IP01926-W002,IP01926,W002,2023-01-01,308
IP01926-W003,IP01926,W003,2023-01-01,274
IP01926-W004,IP01926,W004,2023-01-01,311
IP01926-W005,IP01926,W005,2023-01-01,230
IP01926-W006,IP01926,W006,2023-01-01,324
IP01926-W007,IP01926,W007,2023-01-01,303
IP01926-W008,IP01926,W008,2023-01-01,210
IP01926-W009,IP01926,W009,2023-01-01,251
IP01926-W010,IP01926,W010,2023-01-01,371
IP01926-W011,IP01926,W011,2023-01-01,94
IP01926-W012,IP01926,W012,2023-01-01,156
IP01927-W001,IP01927,W001,2023-01-01,406
IP01927-W002,IP01927,W002,2023-01-01,112
IP01927-W003,IP01927,W003,2023-01-01,276
IP01927-W004,IP01927,W004,2023-01-01,416
IP01927-W005,IP01927,W005,2023-01-01,438
IP01927-W006,IP01927,W006,2023-01-01,145
IP01927-W007,IP01927,W007,2023-01-01,164
IP01927-W008,IP01927,W008,2023-01-01,124
IP01927-W009,IP01927,W009,2023-01-01,321
IP01927-W010,IP01927,W010,2023-01-01,159
IP01927-W011,IP01927,W011,2023-01-01,107
IP01927-W012,IP01927,W012,2023-01-01,213
IP01928-W001,IP01928,W001,2023-01-01,361
IP01928-W002,IP01928,W002,2023-01-01,332
IP01928-W003,IP01928,W003,2023-01-01,189
IP01928-W004,IP01928,W004,2023-01-01,98
IP01928-W005,IP01928,W005,2023-01-01,385
IP01928-W006,IP01928,W006,2023-01-01,208
IP01928-W007,IP01928,W007,2023-01-01,201
IP01928-W008,IP01928,W008,2023-01-01,410
IP01928-W009,IP01928,W009,2023-01-01,283
IP01928-W010,IP01928,W010,2023-01-01,78
IP01928-W011,IP01928,W011,2023-01-01,171
IP01928-W012,IP01928,W012,2023-01-01,339
IP01929-W001,IP01929,W001,2023-01-01,164
IP01929-W002,IP01929,W002,2023-01-01,118
IP01929-W003,IP01929,W003,2023-01-01,375
IP01929-W004,IP01929,W004,2023-01-01,130
IP01929-W005,IP01929,W005,2023-01-01,411
IP01929-W006,IP01929,W006,2023-01-01,387
IP01929-W007,IP01929,W007,2023-01-01,198
IP01929-W008,IP01929,W008,2023-01-01,385
IP01929-W009,IP01929,W009,2023-01-01,332
IP01929-W010,IP01929,W010,2023-01-01,279
IP01929-W011,IP01929,W011,2023-01-01,344
IP01929-W012,IP01929,W012,2023-01-01,403
IP01930-W001,IP01930,W001,2023-01-01,296
IP01930-W002,IP01930,W002,2023-01-01,331
IP01930-W003,IP01930,W003,2023-01-01,107
IP01930-W004,IP01930,W004,2023-01-01,331
IP01930-W005,IP01930,W005,2023-01-01,377
IP01930-W006,IP01930,W006,2023-01-01,130
IP01930-W007,IP01930,W007,2023-01-01,338
IP01930-W008,IP01930,W008,2023-01-01,128
IP01930-W009,IP01930,W009,2023-01-01,229
IP01930-W010,IP01930,W010,2023-01-01,188
IP01930-W011,IP01930,W011,2023-01-01,106
IP01930-W012,IP01930,W012,2023-01-01,330
IP01931-W001,IP01931,W001,2023-01-01,371
IP01931-W002,IP01931,W002,2023-01-01,406
IP01931-W003,IP01931,W003,2023-01-01,340
IP01931-W004,IP01931,W004,2023-01-01,300
IP01931-W005,IP01931,W005,2023-01-01,124
IP01931-W006,IP01931,W006,2023-01-01,417
IP01931-W007,IP01931,W007,2023-01-01,192
IP01931-W008,IP01931,W008,2023-01-01,264
IP01931-W009,IP01931,W009,2023-01-01,198
IP01931-W010,IP01931,W010,2023-01-01,170
IP01931-W011,IP01931,W011,2023-01-01,292
IP01931-W012,IP01931,W012,2023-01-01,372
IP01932-W001,IP01932,W001,2023-01-01,103
IP01932-W002,IP01932,W002,2023-01-01,449
IP01932-W003,IP01932,W003,2023-01-01,174
IP01932-W004,IP01932,W004,2023-01-01,194
IP01932-W005,IP01932,W005,2023-01-01,189
IP01932-W006,IP01932,W006,2023-01-01,361
IP01932-W007,IP01932,W007,2023-01-01,408
IP01932-W008,IP01932,W008,2023-01-01,115
IP01932-W009,IP01932,W009,2023-01-01,329
IP01932-W010,IP01932,W010,2023-01-01,440
IP01932-W011,IP01932,W011,2023-01-01,116
IP01932-W012,IP01932,W012,2023-01-01,213
IP01933-W001,IP01933,W001,2023-01-01,359
IP01933-W002,IP01933,W002,2023-01-01,83
IP01933-W003,IP01933,W003,2023-01-01,308
IP01933-W004,IP01933,W004,2023-01-01,200
IP01933-W005,IP01933,W005,2023-01-01,165
IP01933-W006,IP01933,W006,2023-01-01,120
IP01933-W007,IP01933,W007,2023-01-01,293
IP01933-W008,IP01933,W008,2023-01-01,264
IP01933-W009,IP01933,W009,2023-01-01,321
IP01933-W010,IP01933,W010,2023-01-01,112
IP01933-W011,IP01933,W011,2023-01-01,221
IP01933-W012,IP01933,W012,2023-01-01,107
IP01934-W001,IP01934,W001,2023-01-01,81
IP01934-W002,IP01934,W002,2023-01-01,92
IP01934-W003,IP01934,W003,2023-01-01,299
IP01934-W004,IP01934,W004,2023-01-01,210
IP01934-W005,IP01934,W005,2023-01-01,282
IP01934-W006,IP01934,W006,2023-01-01,91
IP01934-W007,IP01934,W007,2023-01-01,80
IP01934-W008,IP01934,W008,2023-01-01,167
IP01934-W009,IP01934,W009,2023-01-01,278
IP01934-W010,IP01934,W010,2023-01-01,421
IP01934-W011,IP01934,W011,2023-01-01,277
IP01934-W012,IP01934,W012,2023-01-01,266
IP01935-W001,IP01935,W001,2023-01-01,147
IP01935-W002,IP01935,W002,2023-01-01,402
IP01935-W003,IP01935,W003,2023-01-01,434
IP01935-W004,IP01935,W004,2023-01-01,143
IP01935-W005,IP01935,W005,2023-01-01,405
IP01935-W006,IP01935,W006,2023-01-01,288
IP01935-W007,IP01935,W007,2023-01-01,86
IP01935-W008,IP01935,W008,2023-01-01,348
IP01935-W009,IP01935,W009,2023-01-01,187
IP01935-W010,IP01935,W010,2023-01-01,173
IP01935-W011,IP01935,W011,2023-01-01,113
IP01935-W012,IP01935,W012,2023-01-01,119
IP01936-W001,IP01936,W001,2023-01-01,346
IP01936-W002,IP01936,W002,2023-01-01,423
IP01936-W003,IP01936,W003,2023-01-01,274
IP01936-W004,IP01936,W004,2023-01-01,230
IP01936-W005,IP01936,W005,2023-01-01,448
IP01936-W006,IP01936,W006,2023-01-01,341
IP01936-W007,IP01936,W007,2023-01-01,404
IP01936-W008,IP01936,W008,2023-01-01,366
IP01936-W009,IP01936,W009,2023-01-01,333
IP01936-W010,IP01936,W010,2023-01-01,267
IP01936-W011,IP01936,W011,2023-01-01,301
IP01936-W012,IP01936,W012,2023-01-01,168
IP01937-W001,IP01937,W001,2023-01-01,224
IP01937-W002,IP01937,W002,2023-01-01,270
IP01937-W003,IP01937,W003,2023-01-01,334
IP01937-W004,IP01937,W004,2023-01-01,261
IP01937-W005,IP01937,W005,2023-01-01,112
IP01937-W006,IP01937,W006,2023-01-01,160
IP01937-W007,IP01937,W007,2023-01-01,320
IP01937-W008,IP01937,W008,2023-01-01,247
IP01937-W009,IP01937,W009,2023-01-01,178
IP01937-W010,IP01937,W010,2023-01-01,398
IP01937-W011,IP01937,W011,2023-01-01,162
IP01937-W012,IP01937,W012,2023-01-01,111
IP01938-W001,IP01938,W001,2023-01-01,427
IP01938-W002,IP01938,W002,2023-01-01,257
IP01938-W003,IP01938,W003,2023-01-01,376
IP01938-W004,IP01938,W004,2023-01-01,436
IP01938-W005,IP01938,W005,2023-01-01,286
IP01938-W006,IP01938,W006,2023-01-01,413
IP01938-W007,IP01938,W007,2023-01-01,166
IP01938-W008,IP01938,W008,2023-01-01,419
IP01938-W009,IP01938,W009,2023-01-01,400
IP01938-W010,IP01938,W010,2023-01-01,87
IP01938-W011,IP01938,W011,2023-01-01,317
IP01938-W012,IP01938,W012,2023-01-01,216
IP01939-W001,IP01939,W001,2023-01-01,401
IP01939-W002,IP01939,W002,2023-01-01,343
IP01939-W003,IP01939,W003,2023-01-01,200
IP01939-W004,IP01939,W004,2023-01-01,80
IP01939-W005,IP01939,W005,2023-01-01,193
IP01939-W006,IP01939,W006,2023-01-01,308
IP01939-W007,IP01939,W007,2023-01-01,178
IP01939-W008,IP01939,W008,2023-01-01,378
IP01939-W009,IP01939,W009,2023-01-01,427
IP01939-W010,IP01939,W010,2023-01-01,160
IP01939-W011,IP01939,W011,2023-01-01,371
IP01939-W012,IP01939,W012,2023-01-01,262
IP01940-W001,IP01940,W001,2023-01-01,394
IP01940-W002,IP01940,W002,2023-01-01,306
IP01940-W003,IP01940,W003,2023-01-01,240
IP01940-W004,IP01940,W004,2023-01-01,193
IP01940-W005,IP01940,W005,2023-01-01,289
IP01940-W006,IP01940,W006,2023-01-01,110
IP01940-W007,IP01940,W007,2023-01-01,325
IP01940-W008,IP01940,W008,2023-01-01,242
IP01940-W009,IP01940,W009,2023-01-01,360
IP01940-W010,IP01940,W010,2023-01-01,152
IP01940-W011,IP01940,W011,2023-01-01,95
IP01940-W012,IP01940,W012,2023-01-01,227
IP01941-W001,IP01941,W001,2023-01-01,120
IP01941-W002,IP01941,W002,2023-01-01,360
IP01941-W003,IP01941,W003,2023-01-01,240
IP01941-W004,IP01941,W004,2023-01-01,424
IP01941-W005,IP01941,W005,2023-01-01,118
IP01941-W006,IP01941,W006,2023-01-01,438
IP01941-W007,IP01941,W007,2023-01-01,245
IP01941-W008,IP01941,W008,2023-01-01,244
IP01941-W009,IP01941,W009,2023-01-01,353
IP01941-W010,IP01941,W010,2023-01-01,376
IP01941-W011,IP01941,W011,2023-01-01,412
IP01941-W012,IP01941,W012,2023-01-01,409
IP01942-W001,IP01942,W001,2023-01-01,203
IP01942-W002,IP01942,W002,2023-01-01,354
IP01942-W003,IP01942,W003,2023-01-01,201
IP01942-W004,IP01942,W004,2023-01-01,174
IP01942-W005,IP01942,W005,2023-01-01,419
IP01942-W006,IP01942,W006,2023-01-01,280
IP01942-W007,IP01942,W007,2023-01-01,350
IP01942-W008,IP01942,W008,2023-01-01,301
IP01942-W009,IP01942,W009,2023-01-01,148
IP01942-W010,IP01942,W010,2023-01-01,226
IP01942-W011,IP01942,W011,2023-01-01,137
IP01942-W012,IP01942,W012,2023-01-01,434
IP01943-W001,IP01943,W001,2023-01-01,407
IP01943-W002,IP01943,W002,2023-01-01,214
IP01943-W003,IP01943,W003,2023-01-01,390
IP01943-W004,IP01943,W004,2023-01-01,394
IP01943-W005,IP01943,W005,2023-01-01,433
IP01943-W006,IP01943,W006,2023-01-01,233
IP01943-W007,IP01943,W007,2023-01-01,179
IP01943-W008,IP01943,W008,2023-01-01,338
IP01943-W009,IP01943,W009,2023-01-01,265
IP01943-W010,IP01943,W010,2023-01-01,269
IP01943-W011,IP01943,W011,2023-01-01,443
IP01943-W012,IP01943,W012,2023-01-01,182
IP01944-W001,IP01944,W001,2023-01-01,228
IP01944-W002,IP01944,W002,2023-01-01,191
IP01944-W003,IP01944,W003,2023-01-01,84
IP01944-W004,IP01944,W004,2023-01-01,269
IP01944-W005,IP01944,W005,2023-01-01,366
IP01944-W006,IP01944,W006,2023-01-01,188
IP01944-W007,IP01944,W007,2023-01-01,340
IP01944-W008,IP01944,W008,2023-01-01,285
IP01944-W009,IP01944,W009,2023-01-01,306
IP01944-W010,IP01944,W010,2023-01-01,214
IP01944-W011,IP01944,W011,2023-01-01,183
IP01944-W012,IP01944,W012,2023-01-01,136
IP01945-W001,IP01945,W001,2023-01-01,339
IP01945-W002,IP01945,W002,2023-01-01,145
IP01945-W003,IP01945,W003,2023-01-01,396
IP01945-W004,IP01945,W004,2023-01-01,288
IP01945-W005,IP01945,W005,2023-01-01,430
IP01945-W006,IP01945,W006,2023-01-01,94
IP01945-W007,IP01945,W007,2023-01-01,382
IP01945-W008,IP01945,W008,2023-01-01,186
IP01945-W009,IP01945,W009,2023-01-01,425
IP01945-W010,IP01945,W010,2023-01-01,341
IP01945-W011,IP01945,W011,2023-01-01,345
IP01945-W012,IP01945,W012,2023-01-01,347
IP01946-W001,IP01946,W001,2023-01-01,118
IP01946-W002,IP01946,W002,2023-01-01,90
IP01946-W003,IP01946,W003,2023-01-01,366
IP01946-W004,IP01946,W004,2023-01-01,75
IP01946-W005,IP01946,W005,2023-01-01,445
IP01946-W006,IP01946,W006,2023-01-01,340
IP01946-W007,IP01946,W007,2023-01-01,140
IP01946-W008,IP01946,W008,2023-01-01,252
IP01946-W009,IP01946,W009,2023-01-01,111
IP01946-W010,IP01946,W010,2023-01-01,240
IP01946-W011,IP01946,W011,2023-01-01,305
IP01946-W012,IP01946,W012,2023-01-01,414
IP01947-W001,IP01947,W001,2023-01-01,228
IP01947-W002,IP01947,W002,2023-01-01,209
IP01947-W003,IP01947,W003,2023-01-01,402
IP01947-W004,IP01947,W004,2023-01-01,345
IP01947-W005,IP01947,W005,2023-01-01,263
IP01947-W006,IP01947,W006,2023-01-01,315
IP01947-W007,IP01947,W007,2023-01-01,286
IP01947-W008,IP01947,W008,2023-01-01,164
IP01947-W009,IP01947,W009,2023-01-01,386
IP01947-W010,IP01947,W010,2023-01-01,308
IP01947-W011,IP01947,W011,2023-01-01,189
IP01947-W012,IP01947,W012,2023-01-01,244
IP01948-W001,IP01948,W001,2023-01-01,337
IP01948-W002,IP01948,W002,2023-01-01,443
IP01948-W003,IP01948,W003,2023-01-01,221
IP01948-W004,IP01948,W004,2023-01-01,275
IP01948-W005,IP01948,W005,2023-01-01,416
IP01948-W006,IP01948,W006,2023-01-01,312
IP01948-W007,IP01948,W007,2023-01-01,184
IP01948-W008,IP01948,W008,2023-01-01,163
IP01948-W009,IP01948,W009,2023-01-01,351
IP01948-W010,IP01948,W010,2023-01-01,242
IP01948-W011,IP01948,W011,2023-01-01,133
IP01948-W012,IP01948,W012,2023-01-01,295
IP01949-W001,IP01949,W001,2023-01-01,390
IP01949-W002,IP01949,W002,2023-01-01,124
IP01949-W003,IP01949,W003,2023-01-01,319
IP01949-W004,IP01949,W004,2023-01-01,197
IP01949-W005,IP01949,W005,2023-01-01,222
IP01949-W006,IP01949,W006,2023-01-01,443
IP01949-W007,IP01949,W007,2023-01-01,85
IP01949-W008,IP01949,W008,2023-01-01,427
IP01949-W009,IP01949,W009,2023-01-01,255
IP01949-W010,IP01949,W010,2023-01-01,352
IP01949-W011,IP01949,W011,2023-01-01,449
IP01949-W012,IP01949,W012,2023-01-01,273
IP01950-W001,IP01950,W001,2023-01-01,138
IP01950-W002,IP01950,W002,2023-01-01,423
IP01950-W003,IP01950,W003,2023-01-01,172
IP01950-W004,IP01950,W004,2023-01-01,200
IP01950-W005,IP01950,W005,2023-01-01,330
IP01950-W006,IP01950,W006,2023-01-01,253
IP01950-W007,IP01950,W007,2023-01-01,148
IP01950-W008,IP01950,W008,2023-01-01,415
IP01950-W009,IP01950,W009,2023-01-01,398
IP01950-W010,IP01950,W010,2023-01-01,104
IP01950-W011,IP01950,W011,2023-01-01,260
IP01950-W012,IP01950,W012,2023-01-01,420
IP01951-W001,IP01951,W001,2023-01-01,394
IP01951-W002,IP01951,W002,2023-01-01,398
IP01951-W003,IP01951,W003,2023-01-01,223
IP01951-W004,IP01951,W004,2023-01-01,377
IP01951-W005,IP01951,W005,2023-01-01,416
IP01951-W006,IP01951,W006,2023-01-01,121
IP01951-W007,IP01951,W007,2023-01-01,438
IP01951-W008,IP01951,W008,2023-01-01,356
IP01951-W009,IP01951,W009,2023-01-01,318
IP01951-W010,IP01951,W010,2023-01-01,175
IP01951-W011,IP01951,W011,2023-01-01,272
IP01951-W012,IP01951,W012,2023-01-01,365
