purchase_order_line_id,purchase_order_id,product_id,quantity_ordered,quantity_received,unit_cost
POL0039598,PO013217,IP00397,576,576,786.64
POL0039599,PO013217,IP00897,387,387,845.39
POL0039600,PO013217,IP02147,49,49,295.45
POL0039601,PO013217,IP02397,202,202,53.93
POL0039602,PO013218,IP01121,387,387,32.4
POL0039603,PO013218,IP01371,213,213,52.97
POL0039604,PO013219,IP02093,343,343,767.18
POL0039605,PO013220,IP00327,221,221,641.77
POL0039606,PO013221,IP01916,280,280,97.51
POL0039607,PO013221,IP00666,409,409,336.48
POL0039608,PO013221,IP01166,433,433,103.52
POL0039609,PO013221,IP02166,372,372,661.41
POL0039610,PO013221,IP00916,317,317,813.9
POL0039611,PO013222,IP01465,140,140,67.98
POL0039612,PO013223,IP01423,47,47,835.35
POL0039613,PO013224,IP01398,112,112,796.57
POL0039614,PO013224,IP02148,580,580,293.68
POL0039615,PO013224,IP00648,384,384,95.62
POL0039616,PO013224,IP00898,304,304,547.43
POL0039617,PO013224,IP00148,476,476,679.24
POL0039618,PO013225,IP01320,379,379,351.08
POL0039619,PO013225,IP00070,142,142,468.83
POL0039620,PO013225,IP00320,453,453,417.02
POL0039621,PO013226,IP00357,367,367,54.97
POL0039622,PO013226,IP00607,96,96,808.32
POL0039623,PO013227,IP00165,97,97,520.04
POL0039624,PO013227,IP01415,143,143,30.37
POL0039625,PO013227,IP01915,453,453,260.97
POL0039626,PO013227,IP01165,450,450,208.43
POL0039627,PO013227,IP02165,38,38,372.37
POL0039628,PO013228,IP01623,538,538,344.77
POL0039629,PO013228,IP00373,34,34,148.31
POL0039630,PO013228,IP01123,97,97,271.94
POL0039631,PO013229,IP00666,356,356,324.52
POL0039632,PO013229,IP01416,583,583,781.71
POL0039633,PO013229,IP01166,42,42,102.94
POL0039634,PO013229,IP02166,41,41,660.89
POL0039635,PO013229,IP00916,128,128,794.43
POL0039636,PO013230,IP01842,324,324,180.48
POL0039637,PO013231,IP02318,265,265,539.44
POL0039638,PO013231,IP00818,598,598,29.44
POL0039639,PO013232,IP02308,238,238,216.49
POL0039640,PO013232,IP01558,457,457,719.98
POL0039641,PO013233,IP02158,108,108,265.26
POL0039642,PO013233,IP00908,333,333,490.94
POL0039643,PO013234,IP00680,418,418,665.82
POL0039644,PO013234,IP01930,223,223,324.97
POL0039645,PO013234,IP01180,528,528,574.39
POL0039646,PO013235,IP01282,108,108,465.3
POL0039647,PO013235,IP00032,447,447,407.81
POL0039648,PO013235,IP02032,358,358,451.46
POL0039649,PO013236,IP01809,303,303,291.53
POL0039650,PO013236,IP02309,270,270,317.01
POL0039651,PO013236,IP01309,331,331,480.67
POL0039652,PO013236,IP00309,280,280,585.38
POL0039653,PO013236,IP01559,23,23,456.78
POL0039654,PO013237,IP01882,513,427,34.59
POL0039655,PO013238,IP00447,68,68,163.55
POL0039656,PO013238,IP01447,581,581,587.94
POL0039657,PO013238,IP01947,182,182,305.17
POL0039658,PO013238,IP01197,276,276,394.81
POL0039659,PO013239,IP00257,412,412,431.35
POL0039660,PO013239,IP02007,369,369,708.09
POL0039661,PO013240,IP02421,185,185,558.07
POL0039662,PO013240,IP00421,434,434,281.38
POL0039663,PO013240,IP01921,476,476,523.7
POL0039664,PO013240,IP01421,449,449,337.49
POL0039665,PO013240,IP02171,141,141,452.39
POL0039666,PO013241,IP00831,518,518,73.78
POL0039667,PO013241,IP00331,469,469,745.49
POL0039668,PO013241,IP00581,51,51,669.54
POL0039669,PO013242,IP01224,446,446,288.84
POL0039670,PO013242,IP00474,521,521,505.84
POL0039671,PO013242,IP01974,94,94,800.6
POL0039672,PO013242,IP00974,209,209,766.95
POL0039673,PO013243,IP00699,34,28,406.91
POL0039674,PO013244,IP01362,472,472,335.74
POL0039675,PO013244,IP02112,508,508,424.87
POL0039676,PO013244,IP00362,356,356,756.35
POL0039677,PO013244,IP00612,332,332,659.79
POL0039678,PO013244,IP02362,106,106,787.26
POL0039679,PO013245,IP00926,344,344,112.3
POL0039680,PO013245,IP01676,122,122,380.3
POL0039681,PO013245,IP00426,221,221,551.15
POL0039682,PO013245,IP01426,250,250,684.79
POL0039683,PO013246,IP01678,564,564,498.03
POL0039684,PO013247,IP00105,480,480,424.81
POL0039685,PO013247,IP00605,546,546,726.46
POL0039686,PO013248,IP01977,417,417,322.04
POL0039687,PO013248,IP02477,181,181,102.5
POL0039688,PO013248,IP02227,288,288,228.1
POL0039689,PO013249,IP00443,423,423,609.39
POL0039690,PO013249,IP01693,55,55,259.84
POL0039691,PO013250,IP01785,139,139,725.38
POL0039692,PO013250,IP01035,180,180,570.89
POL0039693,PO013250,IP00035,460,460,759.82
POL0039694,PO013251,IP00214,446,446,246.94
POL0039695,PO013251,IP01214,116,116,694.68
POL0039696,PO013251,IP00964,409,409,244.86
POL0039697,PO013251,IP01714,493,493,438.45
POL0039698,PO013252,IP02100,556,556,150.7
POL0039699,PO013253,IP01846,402,402,398.16
POL0039700,PO013253,IP02096,65,65,748.05
POL0039701,PO013253,IP00846,45,45,764.48
POL0039702,PO013254,IP01257,266,266,559.12
POL0039703,PO013255,IP00387,51,51,49.54
POL0039704,PO013255,IP00637,326,326,577.31
POL0039705,PO013255,IP01637,96,96,483.48
POL0039706,PO013255,IP01387,275,275,577.58
POL0039707,PO013256,IP00590,317,0,14.44
POL0039708,PO013256,IP01840,541,0,385.83
POL0039709,PO013257,IP01822,119,0,27.93
POL0039710,PO013257,IP00822,377,0,499.38
POL0039711,PO013257,IP01072,431,0,153.6
POL0039712,PO013258,IP01504,587,587,563.43
POL0039713,PO013258,IP00504,417,417,385.6
POL0039714,PO013258,IP00004,535,535,573.53
POL0039715,PO013259,IP00179,158,158,175.8
POL0039716,PO013260,IP00656,175,20,127.86
POL0039717,PO013260,IP01906,187,99,475.27
POL0039718,PO013261,IP01803,289,289,795.28
POL0039719,PO013261,IP01553,334,334,545.98
POL0039720,PO013261,IP01053,142,142,428.56
POL0039721,PO013261,IP00803,411,411,469.1
POL0039722,PO013261,IP01303,22,22,672.4
POL0039723,PO013262,IP01579,276,276,356.61
POL0039724,PO013262,IP01829,70,70,68.98
POL0039725,PO013262,IP01079,454,454,63.06
POL0039726,PO013262,IP02329,227,227,343.92
POL0039727,PO013263,IP02214,106,106,638.5
POL0039728,PO013263,IP00214,258,258,242.54
POL0039729,PO013263,IP00714,251,251,627.2
POL0039730,PO013263,IP01964,242,242,144.37
POL0039731,PO013264,IP00017,495,495,496.24
POL0039732,PO013264,IP00767,169,169,760.1
POL0039733,PO013264,IP01517,512,512,708.1
POL0039734,PO013264,IP01267,578,578,184.09
POL0039735,PO013265,IP00780,274,274,220.86
POL0039736,PO013265,IP02280,92,92,395.1
POL0039737,PO013265,IP01780,490,490,651.79
POL0039738,PO013265,IP00030,379,379,124.11
POL0039739,PO013266,IP00969,547,547,270
POL0039740,PO013267,IP01079,101,101,64.43
POL0039741,PO013267,IP00079,136,136,155.07
POL0039742,PO013267,IP01579,173,173,354.11
POL0039743,PO013267,IP00579,26,26,70.78
POL0039744,PO013268,IP01466,501,501,659.47
POL0039745,PO013268,IP01966,152,152,834.04
POL0039746,PO013268,IP00466,476,476,511.22
POL0039747,PO013269,IP01795,574,574,455.43
POL0039748,PO013269,IP02295,372,372,397.46
POL0039749,PO013270,IP01261,121,121,512.22
POL0039750,PO013270,IP00761,292,292,729.3
POL0039751,PO013270,IP01511,308,308,433.94
POL0039752,PO013270,IP00511,164,164,527.18
POL0039753,PO013270,IP00011,354,354,115.58
POL0039754,PO013271,IP01334,441,441,753.07
POL0039755,PO013271,IP00584,151,151,169.16
POL0039756,PO013271,IP00334,132,132,172.81
POL0039757,PO013271,IP00834,132,132,681.72
POL0039758,PO013271,IP01584,443,443,482.57
POL0039759,PO013272,IP00162,206,185,304.33
POL0039760,PO013272,IP01912,326,189,810.55
POL0039761,PO013272,IP01162,135,42,389.13
POL0039762,PO013272,IP01662,325,181,522.83
POL0039763,PO013273,IP01899,84,84,136.46
POL0039764,PO013273,IP01649,541,541,336.96
POL0039765,PO013273,IP01399,296,296,102.02
POL0039766,PO013274,IP01041,407,407,801.92
POL0039767,PO013274,IP00041,427,427,761.19
POL0039768,PO013274,IP00291,497,497,47.36
POL0039769,PO013275,IP00134,103,103,479.39
POL0039770,PO013275,IP01134,34,34,564.97
POL0039771,PO013275,IP00634,510,510,454.76
POL0039772,PO013276,IP01006,176,176,409.62
POL0039773,PO013276,IP00506,270,270,579.97
POL0039774,PO013276,IP00756,403,403,135.92
POL0039775,PO013277,IP02293,424,0,591.5
POL0039776,PO013277,IP01543,358,0,540.69
POL0039777,PO013277,IP02043,73,0,660.2
POL0039778,PO013277,IP01793,568,0,396.47
POL0039779,PO013278,IP00324,229,229,221.92
POL0039780,PO013278,IP02074,70,70,185.91
POL0039781,PO013278,IP00574,228,228,481.57
POL0039782,PO013278,IP01324,548,548,814.36
POL0039783,PO013278,IP00824,576,576,606.17
POL0039784,PO013279,IP00087,74,74,694.34
POL0039785,PO013279,IP02337,162,162,100.85
POL0039786,PO013279,IP00337,590,590,152.32
POL0039787,PO013279,IP01837,562,562,78.18
POL0039788,PO013279,IP01337,244,244,333.41
POL0039789,PO013280,IP02315,553,553,224.46
POL0039790,PO013281,IP01652,453,453,344.16
POL0039791,PO013281,IP00652,412,412,764.54
POL0039792,PO013281,IP00902,296,296,183.65
POL0039793,PO013281,IP01152,164,164,23.42
POL0039794,PO013282,IP01983,463,463,300.91
POL0039795,PO013282,IP00983,92,92,152.99
POL0039796,PO013282,IP00233,449,449,770.42
POL0039797,PO013282,IP00733,304,304,453.12
POL0039798,PO013282,IP01233,170,170,419.56
POL0039799,PO013283,IP01253,196,196,745.53
POL0039800,PO013283,IP02253,49,49,423.16
POL0039801,PO013283,IP00003,234,234,765.07
POL0039802,PO013283,IP01753,338,338,225.93
POL0039803,PO013283,IP02003,145,145,140.75
POL0039804,PO013284,IP01809,132,132,284.93
POL0039805,PO013284,IP01059,311,311,203.07
POL0039806,PO013284,IP00309,184,184,564.13
POL0039807,PO013284,IP00559,415,415,3.42
POL0039808,PO013284,IP01309,417,417,450.82
POL0039809,PO013285,IP01192,378,378,285.6
POL0039810,PO013285,IP00192,517,517,313.53
POL0039811,PO013286,IP00183,161,161,465.84
POL0039812,PO013287,IP02148,34,34,307.77
POL0039813,PO013287,IP01398,440,440,787.48
POL0039814,PO013288,IP01538,21,7,822.26
POL0039815,PO013288,IP01038,316,78,787.83
POL0039816,PO013289,IP01741,156,69,517.27
POL0039817,PO013290,IP02175,363,363,132.34
POL0039818,PO013290,IP00175,382,382,473.09
POL0039819,PO013290,IP01925,32,32,449.01
POL0039820,PO013290,IP01425,439,439,813.78
POL0039821,PO013290,IP01175,91,91,37.17
POL0039822,PO013291,IP00567,394,394,311.72
POL0039823,PO013291,IP02067,164,164,80.76
POL0039824,PO013291,IP01317,522,522,17.37
POL0039825,PO013291,IP00817,75,75,143.37
POL0039826,PO013291,IP01567,125,125,168.54
POL0039827,PO013292,IP02089,194,194,632.52
POL0039828,PO013292,IP01089,104,104,458.41
POL0039829,PO013292,IP01589,87,87,726.63
POL0039830,PO013292,IP00839,109,109,387.36
POL0039831,PO013292,IP02339,148,148,453.33
POL0039832,PO013293,IP00331,594,112,750.82
POL0039833,PO013293,IP01331,404,264,408.54
POL0039834,PO013293,IP01081,465,115,767.54
POL0039835,PO013294,IP00123,343,343,559.48
POL0039836,PO013294,IP02373,504,504,366.52
POL0039837,PO013294,IP01373,469,469,418.04
POL0039838,PO013295,IP01002,156,156,208.32
POL0039839,PO013296,IP01290,55,55,437.12
POL0039840,PO013296,IP00040,221,221,496.16
POL0039841,PO013296,IP01540,560,560,176.53
POL0039842,PO013296,IP01040,39,39,213.02
POL0039843,PO013297,IP00324,52,13,224.75
POL0039844,PO013297,IP01574,60,29,802.38
POL0039845,PO013297,IP01324,274,200,801.61
POL0039846,PO013298,IP01425,599,599,811.53
POL0039847,PO013298,IP00925,527,527,60.94
POL0039848,PO013298,IP01175,268,268,38.22
POL0039849,PO013298,IP02425,334,334,150.04
POL0039850,PO013299,IP01090,465,465,704.92
POL0039851,PO013299,IP01840,235,235,390.55
POL0039852,PO013299,IP00840,61,61,500.52
POL0039853,PO013299,IP00090,321,321,194.73
POL0039854,PO013299,IP01340,598,598,825
POL0039855,PO013300,IP02395,532,532,482.68
POL0039856,PO013300,IP01895,158,158,681.05
POL0039857,PO013300,IP01645,175,175,4.19
POL0039858,PO013301,IP00150,478,478,347.38
POL0039859,PO013301,IP00900,453,453,665.55
POL0039860,PO013301,IP00650,516,516,161.12
POL0039861,PO013301,IP01400,383,383,65.68
POL0039862,PO013301,IP01900,535,535,355.52
POL0039863,PO013302,IP00719,386,386,405.97
POL0039864,PO013302,IP01969,36,36,146.95
POL0039865,PO013302,IP00219,60,60,170.53
POL0039866,PO013303,IP01352,591,591,105.4
POL0039867,PO013303,IP01102,376,376,624.92
POL0039868,PO013303,IP00602,38,38,406.68
POL0039869,PO013304,IP00965,62,62,32.02
POL0039870,PO013304,IP01215,416,416,445.24
POL0039871,PO013305,IP01901,291,291,753.97
POL0039872,PO013305,IP00651,590,590,752.31
POL0039873,PO013305,IP01651,209,209,61.45
POL0039874,PO013305,IP00401,262,262,630.95
POL0039875,PO013306,IP00945,586,586,492.39
POL0039876,PO013306,IP00445,323,323,113.1
POL0039877,PO013307,IP00286,29,29,366.57
POL0039878,PO013307,IP00536,388,388,211.55
POL0039879,PO013307,IP02036,470,470,525.21
POL0039880,PO013308,IP01033,34,34,115.65
POL0039881,PO013308,IP00033,115,115,347.52
POL0039882,PO013308,IP01783,457,457,99.78
POL0039883,PO013308,IP00283,300,300,54
POL0039884,PO013308,IP01283,548,548,390.64
POL0039885,PO013309,IP01409,139,139,293.5
POL0039886,PO013310,IP02340,575,138,61.23
POL0039887,PO013310,IP02090,201,118,746.32
POL0039888,PO013310,IP01090,182,156,682.53
POL0039889,PO013310,IP01340,204,155,789
POL0039890,PO013310,IP00340,436,283,79.54
POL0039891,PO013311,IP02458,204,204,700.46
POL0039892,PO013311,IP01208,293,293,533.29
POL0039893,PO013311,IP00708,493,493,562.34
POL0039894,PO013311,IP00958,446,446,27.29
POL0039895,PO013311,IP00458,595,595,765.52
POL0039896,PO013312,IP00123,426,426,542.42
POL0039897,PO013312,IP01123,260,260,276.39
POL0039898,PO013312,IP02123,237,237,509.22
POL0039899,PO013312,IP01623,562,562,342.58
POL0039900,PO013313,IP01441,502,502,87.27
POL0039901,PO013313,IP02441,444,444,849.3
POL0039902,PO013313,IP01941,90,90,798.48
POL0039903,PO013314,IP01129,347,347,378.55
POL0039904,PO013314,IP01629,145,145,173.99
POL0039905,PO013315,IP00429,436,244,777.33
POL0039906,PO013316,IP00427,502,502,260.33
POL0039907,PO013317,IP00573,127,127,413.66
POL0039908,PO013317,IP02073,516,516,792.57
POL0039909,PO013317,IP01323,243,243,697.91
POL0039910,PO013317,IP00823,335,335,198.92
POL0039911,PO013318,IP01772,40,40,754.52
POL0039912,PO013318,IP00772,210,210,582.77
POL0039913,PO013318,IP01272,400,400,828.88
POL0039914,PO013318,IP02272,192,192,151.55
POL0039915,PO013319,IP00621,44,44,434.34
POL0039916,PO013320,IP00500,543,543,121.62
POL0039917,PO013320,IP02250,175,175,642.89
POL0039918,PO013320,IP02000,296,296,530.17
POL0039919,PO013320,IP01750,342,342,692.83
POL0039920,PO013320,IP01250,81,81,293.33
POL0039921,PO013321,IP00043,523,523,720.48
POL0039922,PO013321,IP01043,528,528,80.62
POL0039923,PO013321,IP02043,277,277,654.23
POL0039924,PO013321,IP02293,526,526,596.88
POL0039925,PO013321,IP01293,72,72,59.8
POL0039926,PO013322,IP01053,508,0,424.05
POL0039927,PO013323,IP00109,401,401,1.48
POL0039928,PO013323,IP00859,497,497,200.22
POL0039929,PO013324,IP02311,359,359,535.51
POL0039930,PO013324,IP01061,418,418,101.5
POL0039931,PO013325,IP01235,297,297,158.15
POL0039932,PO013325,IP00235,435,435,553.74
POL0039933,PO013325,IP00485,206,206,109.42
POL0039934,PO013325,IP01735,134,134,829.06
POL0039935,PO013325,IP00735,383,383,485.97
POL0039936,PO013326,IP00317,276,276,522.56
POL0039937,PO013326,IP01317,397,397,18.02
POL0039938,PO013326,IP02317,248,248,837.83
POL0039939,PO013326,IP02067,73,73,85.98
POL0039940,PO013327,IP01971,297,297,638.3
POL0039941,PO013327,IP00471,595,595,26.47
POL0039942,PO013327,IP01721,337,337,767.66
POL0039943,PO013327,IP01471,481,481,290.07
POL0039944,PO013327,IP01221,599,599,280.17
POL0039945,PO013328,IP02230,104,104,165.5
POL0039946,PO013329,IP02061,229,229,589.42
POL0039947,PO013329,IP01311,445,445,353.47
POL0039948,PO013329,IP00561,425,425,160.91
POL0039949,PO013329,IP00811,209,209,687.89
POL0039950,PO013329,IP01061,200,200,104.85
POL0039951,PO013330,IP01637,483,483,489.54
POL0039952,PO013330,IP01887,437,437,40.18
POL0039953,PO013330,IP00637,365,365,541.49
POL0039954,PO013331,IP00961,65,65,322.47
POL0039955,PO013332,IP00391,377,377,689.51
POL0039956,PO013332,IP00891,79,79,841.87
POL0039957,PO013332,IP02141,497,497,475.05
POL0039958,PO013333,IP00597,598,598,213.01
POL0039959,PO013333,IP01347,542,542,589.12
POL0039960,PO013334,IP00896,501,0,314.62
POL0039961,PO013334,IP00646,46,0,613.49
POL0039962,PO013334,IP01396,249,0,619.57
POL0039963,PO013334,IP02146,368,0,858.68
POL0039964,PO013335,IP00266,190,0,207.54
POL0039965,PO013336,IP00261,424,424,719.42
POL0039966,PO013337,IP01150,533,533,228.21
POL0039967,PO013337,IP00400,324,324,369.6
POL0039968,PO013337,IP02400,217,217,43.37
POL0039969,PO013337,IP00900,479,479,646.8
POL0039970,PO013338,IP01195,537,537,295.89
POL0039971,PO013338,IP00445,449,449,107.36
POL0039972,PO013338,IP01945,545,545,239.71
POL0039973,PO013339,IP00074,287,287,430.32
POL0039974,PO013339,IP00824,379,379,611.51
POL0039975,PO013339,IP01574,488,488,783.22
POL0039976,PO013340,IP00124,266,266,580.5
POL0039977,PO013340,IP01124,593,593,51.74
POL0039978,PO013340,IP01624,384,384,113.69
POL0039979,PO013341,IP01365,211,211,114.5
POL0039980,PO013341,IP01115,468,468,93
POL0039981,PO013341,IP00865,571,571,161.64
POL0039982,PO013341,IP02365,58,58,637.79
POL0039983,PO013341,IP00615,48,48,333.45
POL0039984,PO013342,IP01426,400,400,685.21
POL0039985,PO013342,IP00176,305,305,90.98
POL0039986,PO013343,IP00167,50,50,111.59
POL0039987,PO013343,IP01167,444,444,796.18
POL0039988,PO013344,IP00843,107,107,445.52
POL0039989,PO013345,IP02119,572,572,665.34
POL0039990,PO013345,IP01369,565,565,203.8
POL0039991,PO013345,IP01869,21,21,124.48
POL0039992,PO013346,IP00897,428,428,821.9
POL0039993,PO013346,IP01897,220,220,429.64
POL0039994,PO013346,IP02147,536,536,306.75
POL0039995,PO013347,IP01310,285,285,224.91
POL0039996,PO013347,IP00060,501,501,415.98
POL0039997,PO013348,IP01725,595,595,810.65
POL0039998,PO013348,IP01225,408,408,597.73
POL0039999,PO013349,IP00561,565,565,163.25
POL0040000,PO013349,IP02061,518,518,579.25
POL0040001,PO013349,IP01311,240,240,348.07
POL0040002,PO013350,IP00151,111,111,603.66
POL0040003,PO013350,IP00651,469,469,772.67
POL0040004,PO013350,IP02401,300,300,242.47
POL0040005,PO013351,IP01748,334,334,798.16
POL0040006,PO013352,IP02060,337,337,39.38
POL0040007,PO013352,IP02310,542,542,159.51
POL0040008,PO013352,IP00810,377,377,42.21
POL0040009,PO013352,IP00060,534,534,407.74
POL0040010,PO013353,IP00831,156,156,75.58
POL0040011,PO013354,IP01579,171,171,347.13
POL0040012,PO013354,IP00829,390,390,583.49
POL0040013,PO013355,IP02070,453,453,335.69
POL0040014,PO013355,IP01820,212,212,798.27
POL0040015,PO013355,IP00070,596,596,454.03
POL0040016,PO013355,IP00820,443,443,274.21
POL0040017,PO013356,IP00281,113,113,692.06
POL0040018,PO013357,IP00873,532,532,300.56
POL0040019,PO013358,IP00677,572,572,184.81
POL0040020,PO013358,IP01177,328,328,27.27
POL0040021,PO013358,IP02427,600,600,545.08
POL0040022,PO013359,IP01772,142,142,721.95
POL0040023,PO013359,IP00522,393,393,520.51
POL0040024,PO013359,IP00772,35,35,577.81
POL0040025,PO013359,IP01272,40,40,836.9
POL0040026,PO013359,IP00022,493,493,329.76
POL0040027,PO013360,IP00548,82,82,852.59
POL0040028,PO013360,IP01798,133,133,722.73
POL0040029,PO013360,IP01548,585,585,94.17
POL0040030,PO013361,IP01081,95,95,784.15
POL0040031,PO013361,IP00331,393,393,766.84
POL0040032,PO013361,IP02331,201,201,424.43
POL0040033,PO013362,IP02319,516,516,148.48
POL0040034,PO013362,IP00569,286,286,96.22
POL0040035,PO013362,IP00819,127,127,806.88
POL0040036,PO013362,IP02069,219,219,196.97
POL0040037,PO013362,IP00319,351,351,559.92
POL0040038,PO013363,IP00695,399,399,548.34
POL0040039,PO013363,IP01445,323,323,452.64
POL0040040,PO013364,IP00403,181,0,596.74
POL0040041,PO013365,IP02097,386,386,622.83
POL0040042,PO013365,IP00847,345,345,14.19
POL0040043,PO013365,IP01597,528,528,520.13
POL0040044,PO013365,IP01347,45,45,582.44
POL0040045,PO013366,IP01743,285,232,275.38
POL0040046,PO013366,IP01243,77,28,250.07
POL0040047,PO013366,IP00743,215,129,663.49
POL0040048,PO013366,IP00493,319,140,369.94
POL0040049,PO013367,IP01504,494,494,578.23
POL0040050,PO013367,IP00254,542,542,219.06
POL0040051,PO013367,IP01754,361,361,674.54
POL0040052,PO013368,IP01802,90,90,754.21
POL0040053,PO013368,IP00302,296,296,18.61
POL0040054,PO013368,IP01052,303,303,675.22
POL0040055,PO013368,IP01552,391,391,797.48
POL0040056,PO013368,IP01302,66,66,473.71
POL0040057,PO013369,IP01707,257,78,294.77
POL0040058,PO013369,IP01957,444,69,289.21
POL0040059,PO013370,IP01567,254,254,174.67
POL0040060,PO013370,IP02317,185,185,828.39
POL0040061,PO013370,IP01817,257,257,677.61
POL0040062,PO013371,IP01556,485,485,199.27
POL0040063,PO013371,IP02306,136,136,626.67
POL0040064,PO013372,IP01977,414,414,315.45
POL0040065,PO013373,IP00928,574,512,85.29
POL0040066,PO013373,IP02428,447,415,695.04
POL0040067,PO013373,IP02178,595,497,518.28
POL0040068,PO013373,IP00678,519,48,179.7
POL0040069,PO013373,IP00178,113,8,109.27
POL0040070,PO013374,IP02323,114,114,228.09
POL0040071,PO013375,IP00029,469,469,6.86
POL0040072,PO013375,IP02029,71,71,705.29
POL0040073,PO013375,IP00529,342,342,590.87
POL0040074,PO013375,IP01029,368,368,90.51
POL0040075,PO013376,IP01700,162,162,78.45
POL0040076,PO013376,IP01450,36,36,253.45
POL0040077,PO013376,IP00450,590,590,226.8
POL0040078,PO013377,IP02205,312,312,26.05
POL0040079,PO013377,IP00205,336,336,80.45
POL0040080,PO013377,IP01705,503,503,275.54
POL0040081,PO013377,IP00705,496,496,255.95
POL0040082,PO013377,IP01455,546,546,455.77
POL0040083,PO013378,IP02171,238,238,460.6
POL0040084,PO013378,IP01421,116,116,352.67
POL0040085,PO013378,IP00421,71,71,283.11
POL0040086,PO013378,IP00921,181,181,238.01
POL0040087,PO013378,IP00671,598,598,495.44
POL0040088,PO013379,IP01734,450,450,741.64
POL0040089,PO013379,IP01234,33,33,497.33
POL0040090,PO013379,IP00984,39,39,295.37
POL0040091,PO013379,IP00234,367,367,253.85
POL0040092,PO013379,IP01984,363,363,680.14
POL0040093,PO013380,IP00202,435,435,596.01
POL0040094,PO013380,IP01202,230,230,458.03
POL0040095,PO013380,IP01702,578,578,85.32
POL0040096,PO013381,IP02139,512,512,69.36
POL0040097,PO013382,IP02029,504,504,660.66
POL0040098,PO013382,IP00529,590,590,584.51
POL0040099,PO013382,IP02279,111,111,299.49
POL0040100,PO013382,IP00779,303,303,472.5
POL0040101,PO013382,IP00029,363,363,6.79
POL0040102,PO013383,IP00481,489,489,52.43
POL0040103,PO013383,IP00231,385,385,615.95
POL0040104,PO013383,IP01481,241,241,74.56
POL0040105,PO013384,IP00810,136,73,41.02
POL0040106,PO013384,IP01560,368,346,213.71
POL0040107,PO013384,IP00060,185,5,430.19
POL0040108,PO013384,IP02060,203,153,39.98
POL0040109,PO013385,IP01318,34,34,179.84
POL0040110,PO013385,IP00318,456,456,806.61
POL0040111,PO013385,IP02318,354,354,541.84
POL0040112,PO013386,IP00172,186,186,271
POL0040113,PO013387,IP02491,251,251,178.02
POL0040114,PO013387,IP01991,197,197,8.89
POL0040115,PO013388,IP00247,387,387,153.96
POL0040116,PO013388,IP01997,199,199,549.54
POL0040117,PO013389,IP01190,529,529,689.66
POL0040118,PO013390,IP01440,513,0,9.02
POL0040119,PO013390,IP00190,129,0,486.99
POL0040120,PO013390,IP02440,329,0,415.98
POL0040121,PO013390,IP02190,494,0,88.07
POL0040122,PO013390,IP00690,107,0,640.58
POL0040123,PO013391,IP00786,454,0,644.73
POL0040124,PO013391,IP01786,531,0,636.26
POL0040125,PO013391,IP01036,341,0,216.09
POL0040126,PO013392,IP00146,341,341,91.57
POL0040127,PO013392,IP01396,324,324,607.81
POL0040128,PO013392,IP01646,322,322,301.21
POL0040129,PO013392,IP02146,96,96,808.19
POL0040130,PO013393,IP02270,295,295,640.05
POL0040131,PO013394,IP02078,41,41,781.86
POL0040132,PO013395,IP01660,539,254,255.11
POL0040133,PO013395,IP00410,25,9,795.14
POL0040134,PO013396,IP00373,286,286,141.73
POL0040135,PO013396,IP02373,414,414,369.91
POL0040136,PO013396,IP01623,240,240,338.65
POL0040137,PO013397,IP00862,441,441,329.75
POL0040138,PO013397,IP00362,478,478,761.54
POL0040139,PO013397,IP02112,188,188,416.03
POL0040140,PO013397,IP00112,31,31,59.32
POL0040141,PO013398,IP00137,503,503,429.65
POL0040142,PO013398,IP01137,565,565,205.66
POL0040143,PO013398,IP00887,562,562,550.69
POL0040144,PO013399,IP02095,137,137,236.39
POL0040145,PO013399,IP01595,473,473,91.64
POL0040146,PO013399,IP01345,339,339,838.59
POL0040147,PO013399,IP00595,207,207,391.22
POL0040148,PO013399,IP00345,248,248,74.27
POL0040149,PO013400,IP01960,425,425,631.19
POL0040150,PO013400,IP02460,573,573,494.61
POL0040151,PO013401,IP00284,147,147,870.8
POL0040152,PO013401,IP00784,21,21,71.38
POL0040153,PO013401,IP02284,105,105,331.75
POL0040154,PO013401,IP01034,212,212,629
POL0040155,PO013402,IP00371,99,99,641.17
POL0040156,PO013403,IP01398,368,368,775.44
POL0040157,PO013403,IP00648,137,137,94.91
POL0040158,PO013404,IP02377,403,385,773.25
POL0040159,PO013404,IP01627,374,292,766.97
POL0040160,PO013404,IP01127,241,73,154
POL0040161,PO013405,IP00786,574,574,672.36
POL0040162,PO013405,IP00036,217,217,254.15
POL0040163,PO013405,IP01036,422,422,216.15
POL0040164,PO013405,IP00536,129,129,203.25
POL0040165,PO013406,IP00608,78,78,4.44
POL0040166,PO013406,IP00358,365,365,722.37
POL0040167,PO013406,IP00108,527,527,281.59
POL0040168,PO013406,IP02108,504,504,547.86
POL0040169,PO013406,IP00858,48,48,574.66
POL0040170,PO013407,IP02223,476,476,761.01
POL0040171,PO013407,IP00723,592,592,508.43
POL0040172,PO013407,IP01473,170,170,98.84
POL0040173,PO013407,IP00973,333,333,40.54
POL0040174,PO013407,IP01223,138,138,372.71
POL0040175,PO013408,IP00065,563,563,519.9
POL0040176,PO013409,IP01502,554,554,679.09
POL0040177,PO013409,IP02252,61,61,43.41
POL0040178,PO013410,IP00533,321,321,421.95
POL0040179,PO013410,IP02033,594,594,43.52
