product_id,supplier_id,sku,category,unit_cost,reorder_point
IP01563,SUP0063,SC-001563,finished_goods,447.15,196
IP01564,SUP0064,SC-001564,consumables,497.54,336
IP01565,SUP0065,SC-001565,spares,229.73,269
IP01566,SUP0066,SC-001566,components,86.11,381
IP01567,SUP0067,SC-001567,packaging,168.35,55
IP01568,SUP0068,SC-001568,finished_goods,723.36,261
IP01569,SUP0069,SC-001569,consumables,752.57,48
IP01570,SUP0070,SC-001570,spares,784.32,196
IP01571,SUP0071,SC-001571,components,705.37,316
IP01572,SUP0072,SC-001572,packaging,767.71,384
IP01573,SUP0073,SC-001573,finished_goods,521.99,233
IP01574,SUP0074,SC-001574,consumables,778.25,159
IP01575,SUP0075,SC-001575,spares,775.64,337
IP01576,SUP0076,SC-001576,components,260.93,281
IP01577,SUP0077,SC-001577,packaging,522.44,350
IP01578,SUP0078,SC-001578,finished_goods,214.15,40
IP01579,SUP0079,SC-001579,consumables,357.92,459
IP01580,SUP0080,SC-001580,spares,835.74,418
IP01581,SUP0081,SC-001581,components,374.88,221
IP01582,SUP0082,SC-001582,packaging,262.96,500
IP01583,SUP0083,SC-001583,finished_goods,628.40,279
IP01584,SUP0084,SC-001584,consumables,464.67,204
IP01585,SUP0085,SC-001585,spares,797.71,190
IP01586,SUP0086,SC-001586,components,266.97,374
IP01587,SUP0087,SC-001587,packaging,113.81,240
IP01588,SUP0088,SC-001588,finished_goods,189.95,103
IP01589,SUP0089,SC-001589,consumables,708.35,46
IP01590,SUP0090,SC-001590,spares,764.08,431
IP01591,SUP0091,SC-001591,components,257.46,216
IP01592,SUP0092,SC-001592,packaging,487.92,220
IP01593,SUP0093,SC-001593,finished_goods,106.77,208
IP01594,SUP0094,SC-001594,consumables,590.78,291
IP01595,SUP0095,SC-001595,spares,94.31,50
IP01596,SUP0096,SC-001596,components,441.26,161
IP01597,SUP0097,SC-001597,packaging,504.16,39
IP01598,SUP0098,SC-001598,finished_goods,686.76,299
IP01599,SUP0099,SC-001599,consumables,719.70,181
IP01600,SUP0100,SC-001600,spares,92.73,278
IP01601,SUP0101,SC-001601,components,751.29,451
IP01602,SUP0102,SC-001602,packaging,153.12,247
IP01603,SUP0103,SC-001603,finished_goods,157.61,251
IP01604,SUP0104,SC-001604,consumables,171.16,489
IP01605,SUP0105,SC-001605,spares,305.93,180
IP01606,SUP0106,SC-001606,components,191.01,82
IP01607,SUP0107,SC-001607,packaging,650.26,304
IP01608,SUP0108,SC-001608,finished_goods,423.60,90
IP01609,SUP0109,SC-001609,consumables,366.90,330
IP01610,SUP0110,SC-001610,spares,764.98,444
IP01611,SUP0111,SC-001611,components,96.30,287
IP01612,SUP0112,SC-001612,packaging,454.17,351
IP01613,SUP0113,SC-001613,finished_goods,4.47,277
IP01614,SUP0114,SC-001614,consumables,65.19,43
IP01615,SUP0115,SC-001615,spares,251.73,483
IP01616,SUP0116,SC-001616,components,390.85,170
IP01617,SUP0117,SC-001617,packaging,309.02,388
IP01618,SUP0118,SC-001618,finished_goods,707.07,492
IP01619,SUP0119,SC-001619,consumables,200.83,475
IP01620,SUP0120,SC-001620,spares,582.20,396
IP01621,SUP0121,SC-001621,components,444.31,249
IP01622,SUP0122,SC-001622,packaging,457.54,61
IP01623,SUP0123,SC-001623,finished_goods,332.01,301
IP01624,SUP0124,SC-001624,consumables,116.65,90
IP01625,SUP0125,SC-001625,spares,764.11,437
IP01626,SUP0126,SC-001626,components,385.15,390
IP01627,SUP0127,SC-001627,packaging,771.99,104
IP01628,SUP0128,SC-001628,finished_goods,286.38,208
IP01629,SUP0129,SC-001629,consumables,170.06,47
IP01630,SUP0130,SC-001630,spares,719.24,497
IP01631,SUP0131,SC-001631,components,846.92,365
IP01632,SUP0132,SC-001632,packaging,210.84,97
IP01633,SUP0133,SC-001633,finished_goods,610.92,104
IP01634,SUP0134,SC-001634,consumables,145.49,217
IP01635,SUP0135,SC-001635,spares,617.04,125
IP01636,SUP0136,SC-001636,components,506.14,161
IP01637,SUP0137,SC-001637,packaging,490.26,247
IP01638,SUP0138,SC-001638,finished_goods,770.31,303
IP01639,SUP0139,SC-001639,consumables,7.95,289
IP01640,SUP0140,SC-001640,spares,427.19,386
IP01641,SUP0141,SC-001641,components,199.90,368
IP01642,SUP0142,SC-001642,packaging,148.65,113
IP01643,SUP0143,SC-001643,finished_goods,471.37,444
IP01644,SUP0144,SC-001644,consumables,332.77,280
IP01645,SUP0145,SC-001645,spares,4.06,71
IP01646,SUP0146,SC-001646,components,307.66,190
IP01647,SUP0147,SC-001647,packaging,236.26,307
IP01648,SUP0148,SC-001648,finished_goods,775.75,305
IP01649,SUP0149,SC-001649,consumables,340.98,321
IP01650,SUP0150,SC-001650,spares,818.71,471
IP01651,SUP0151,SC-001651,components,61.46,185
IP01652,SUP0152,SC-001652,packaging,344.31,119
IP01653,SUP0153,SC-001653,finished_goods,808.97,454
IP01654,SUP0154,SC-001654,consumables,605.91,322
IP01655,SUP0155,SC-001655,spares,485.89,33
IP01656,SUP0156,SC-001656,components,714.64,422
IP01657,SUP0157,SC-001657,packaging,621.54,34
IP01658,SUP0158,SC-001658,finished_goods,640.04,337
IP01659,SUP0159,SC-001659,consumables,776.49,486
IP01660,SUP0160,SC-001660,spares,251.03,499
IP01661,SUP0161,SC-001661,components,775.28,423
IP01662,SUP0162,SC-001662,packaging,541.13,45
IP01663,SUP0163,SC-001663,finished_goods,715.33,448
IP01664,SUP0164,SC-001664,consumables,94.68,184
IP01665,SUP0165,SC-001665,spares,87.35,225
IP01666,SUP0166,SC-001666,components,205.38,162
IP01667,SUP0167,SC-001667,packaging,217.34,35
IP01668,SUP0168,SC-001668,finished_goods,844.19,496
IP01669,SUP0169,SC-001669,consumables,593.91,210
IP01670,SUP0170,SC-001670,spares,405.91,45
IP01671,SUP0171,SC-001671,components,806.78,248
IP01672,SUP0172,SC-001672,packaging,100.61,372
IP01673,SUP0173,SC-001673,finished_goods,550.07,398
IP01674,SUP0174,SC-001674,consumables,736.83,188
IP01675,SUP0175,SC-001675,spares,167.76,35
IP01676,SUP0176,SC-001676,components,374.35,285
IP01677,SUP0177,SC-001677,packaging,729.45,417
IP01678,SUP0178,SC-001678,finished_goods,497.82,307
IP01679,SUP0179,SC-001679,consumables,2.88,47
IP01680,SUP0180,SC-001680,spares,776.82,275
IP01681,SUP0181,SC-001681,components,716.11,384
IP01682,SUP0182,SC-001682,packaging,183.47,220
IP01683,SUP0183,SC-001683,finished_goods,389.81,473
IP01684,SUP0184,SC-001684,consumables,121.85,153
IP01685,SUP0185,SC-001685,spares,553.36,408
IP01686,SUP0186,SC-001686,components,295.38,493
IP01687,SUP0187,SC-001687,packaging,796.04,313
IP01688,SUP0188,SC-001688,finished_goods,430.30,435
IP01689,SUP0189,SC-001689,consumables,237.21,63
IP01690,SUP0190,SC-001690,spares,651.68,124
IP01691,SUP0191,SC-001691,components,333.21,330
IP01692,SUP0192,SC-001692,packaging,751.91,482
IP01693,SUP0193,SC-001693,finished_goods,259.89,115
IP01694,SUP0194,SC-001694,consumables,217.31,320
IP01695,SUP0195,SC-001695,spares,796.01,145
IP01696,SUP0196,SC-001696,components,774.95,313
IP01697,SUP0197,SC-001697,packaging,332.05,431
IP01698,SUP0198,SC-001698,finished_goods,460.00,117
IP01699,SUP0199,SC-001699,consumables,88.91,221
IP01700,SUP0200,SC-001700,spares,76.12,271
IP01701,SUP0201,SC-001701,components,367.34,104
IP01702,SUP0202,SC-001702,packaging,86.27,476
IP01703,SUP0203,SC-001703,finished_goods,803.42,81
IP01704,SUP0204,SC-001704,consumables,71.26,308
IP01705,SUP0205,SC-001705,spares,281.39,91
IP01706,SUP0206,SC-001706,components,395.06,491
IP01707,SUP0207,SC-001707,packaging,296.96,152
IP01708,SUP0208,SC-001708,finished_goods,31.88,207
IP01709,SUP0209,SC-001709,consumables,690.57,483
IP01710,SUP0210,SC-001710,spares,353.73,244
IP01711,SUP0211,SC-001711,components,104.43,301
IP01712,SUP0212,SC-001712,packaging,320.89,64
IP01713,SUP0213,SC-001713,finished_goods,483.68,336
IP01714,SUP0214,SC-001714,consumables,452.63,277
IP01715,SUP0215,SC-001715,spares,229.77,64
IP01716,SUP0216,SC-001716,components,116.56,45
IP01717,SUP0217,SC-001717,packaging,12.76,165
IP01718,SUP0218,SC-001718,finished_goods,178.54,438
IP01719,SUP0219,SC-001719,consumables,100.16,96
IP01720,SUP0220,SC-001720,spares,352.52,112
IP01721,SUP0221,SC-001721,components,781.66,96
IP01722,SUP0222,SC-001722,packaging,608.48,170
IP01723,SUP0223,SC-001723,finished_goods,310.17,204
IP01724,SUP0224,SC-001724,consumables,578.02,356
IP01725,SUP0225,SC-001725,spares,805.77,185
IP01726,SUP0226,SC-001726,components,562.63,470
IP01727,SUP0227,SC-001727,packaging,558.85,41
IP01728,SUP0228,SC-001728,finished_goods,175.95,183
IP01729,SUP0229,SC-001729,consumables,375.35,490
IP01730,SUP0230,SC-001730,spares,105.00,453
IP01731,SUP0231,SC-001731,components,6.73,113
IP01732,SUP0232,SC-001732,packaging,793.00,419
IP01733,SUP0233,SC-001733,finished_goods,574.82,356
IP01734,SUP0234,SC-001734,consumables,731.95,432
IP01735,SUP0235,SC-001735,spares,832.39,317
IP01736,SUP0236,SC-001736,components,779.45,261
IP01737,SUP0237,SC-001737,packaging,309.52,309
IP01738,SUP0238,SC-001738,finished_goods,426.83,90
IP01739,SUP0239,SC-001739,consumables,126.45,299
IP01740,SUP0240,SC-001740,spares,628.18,107
IP01741,SUP0241,SC-001741,components,500.94,362
IP01742,SUP0242,SC-001742,packaging,25.89,289
IP01743,SUP0243,SC-001743,finished_goods,285.43,356
IP01744,SUP0244,SC-001744,consumables,624.11,281
IP01745,SUP0245,SC-001745,spares,566.86,397
IP01746,SUP0246,SC-001746,components,157.00,373
IP01747,SUP0247,SC-001747,packaging,238.84,260
IP01748,SUP0248,SC-001748,finished_goods,792.83,410
IP01749,SUP0249,SC-001749,consumables,361.73,167
IP01750,SUP0250,SC-001750,spares,702.92,224
IP01751,SUP0001,SC-001751,components,278.59,365
IP01752,SUP0002,SC-001752,packaging,479.03,210
IP01753,SUP0003,SC-001753,finished_goods,226.48,96
IP01754,SUP0004,SC-001754,consumables,660.87,353
IP01755,SUP0005,SC-001755,spares,393.03,27
IP01756,SUP0006,SC-001756,components,216.02,179
IP01757,SUP0007,SC-001757,packaging,262.03,452
IP01758,SUP0008,SC-001758,finished_goods,342.51,183
IP01759,SUP0009,SC-001759,consumables,656.22,410
IP01760,SUP0010,SC-001760,spares,425.43,128
IP01761,SUP0011,SC-001761,components,849.01,463
IP01762,SUP0012,SC-001762,packaging,241.19,241
IP01763,SUP0013,SC-001763,finished_goods,236.15,166
IP01764,SUP0014,SC-001764,consumables,804.17,198
IP01765,SUP0015,SC-001765,spares,465.38,172
IP01766,SUP0016,SC-001766,components,623.72,164
IP01767,SUP0017,SC-001767,packaging,792.41,391
IP01768,SUP0018,SC-001768,finished_goods,593.59,406
IP01769,SUP0019,SC-001769,consumables,407.69,181
IP01770,SUP0020,SC-001770,spares,497.00,25
IP01771,SUP0021,SC-001771,components,48.63,386
IP01772,SUP0022,SC-001772,packaging,746.18,306
IP01773,SUP0023,SC-001773,finished_goods,450.90,203
IP01774,SUP0024,SC-001774,consumables,213.30,363
IP01775,SUP0025,SC-001775,spares,542.84,367
IP01776,SUP0026,SC-001776,components,303.85,111
IP01777,SUP0027,SC-001777,packaging,93.50,100
IP01778,SUP0028,SC-001778,finished_goods,171.48,201
IP01779,SUP0029,SC-001779,consumables,461.34,405
IP01780,SUP0030,SC-001780,spares,649.75,231
IP01781,SUP0031,SC-001781,components,505.24,336
IP01782,SUP0032,SC-001782,packaging,749.31,161
IP01783,SUP0033,SC-001783,finished_goods,102.93,128
IP01784,SUP0034,SC-001784,consumables,464.93,46
IP01785,SUP0035,SC-001785,spares,697.82,243
IP01786,SUP0036,SC-001786,components,618.22,393
IP01787,SUP0037,SC-001787,packaging,139.43,138
IP01788,SUP0038,SC-001788,finished_goods,2.04,251
IP01789,SUP0039,SC-001789,consumables,482.22,295
IP01790,SUP0040,SC-001790,spares,109.28,364
IP01791,SUP0041,SC-001791,components,823.56,311
IP01792,SUP0042,SC-001792,packaging,555.85,54
IP01793,SUP0043,SC-001793,finished_goods,393.24,452
IP01794,SUP0044,SC-001794,consumables,567.70,138
IP01795,SUP0045,SC-001795,spares,452.47,412
IP01796,SUP0046,SC-001796,components,570.92,333
IP01797,SUP0047,SC-001797,packaging,759.96,437
IP01798,SUP0048,SC-001798,finished_goods,734.23,191
IP01799,SUP0049,SC-001799,consumables,557.20,261
IP01800,SUP0050,SC-001800,spares,96.01,256
IP01801,SUP0051,SC-001801,components,680.10,432
IP01802,SUP0052,SC-001802,packaging,729.52,103
IP01803,SUP0053,SC-001803,finished_goods,815.84,191
IP01804,SUP0054,SC-001804,consumables,224.52,398
IP01805,SUP0055,SC-001805,spares,577.83,289
IP01806,SUP0056,SC-001806,components,652.84,76
IP01807,SUP0057,SC-001807,packaging,234.35,69
IP01808,SUP0058,SC-001808,finished_goods,258.50,38
IP01809,SUP0059,SC-001809,consumables,288.26,347
IP01810,SUP0060,SC-001810,spares,180.85,418
IP01811,SUP0061,SC-001811,components,419.19,92
IP01812,SUP0062,SC-001812,packaging,511.93,59
IP01813,SUP0063,SC-001813,finished_goods,340.53,51
IP01814,SUP0064,SC-001814,consumables,435.75,52
IP01815,SUP0065,SC-001815,spares,40.17,500
IP01816,SUP0066,SC-001816,components,305.34,317
IP01817,SUP0067,SC-001817,packaging,665.46,322
IP01818,SUP0068,SC-001818,finished_goods,478.95,345
IP01819,SUP0069,SC-001819,consumables,318.37,422
IP01820,SUP0070,SC-001820,spares,809.46,124
IP01821,SUP0071,SC-001821,components,359.87,169
IP01822,SUP0072,SC-001822,packaging,27.38,253
IP01823,SUP0073,SC-001823,finished_goods,549.73,375
IP01824,SUP0074,SC-001824,consumables,410.67,255
IP01825,SUP0075,SC-001825,spares,209.31,152
IP01826,SUP0076,SC-001826,components,446.80,59
IP01827,SUP0077,SC-001827,packaging,164.94,250
IP01828,SUP0078,SC-001828,finished_goods,809.58,295
IP01829,SUP0079,SC-001829,consumables,66.68,40
IP01830,SUP0080,SC-001830,spares,578.65,347
IP01831,SUP0081,SC-001831,components,60.71,40
IP01832,SUP0082,SC-001832,packaging,512.18,263
IP01833,SUP0083,SC-001833,finished_goods,369.40,429
IP01834,SUP0084,SC-001834,consumables,665.96,462
IP01835,SUP0085,SC-001835,spares,641.70,474
IP01836,SUP0086,SC-001836,components,334.88,191
IP01837,SUP0087,SC-001837,packaging,78.28,88
IP01838,SUP0088,SC-001838,finished_goods,208.91,213
IP01839,SUP0089,SC-001839,consumables,728.74,226
IP01840,SUP0090,SC-001840,spares,377.04,140
IP01841,SUP0091,SC-001841,components,657.14,318
IP01842,SUP0092,SC-001842,packaging,174.04,110
IP01843,SUP0093,SC-001843,finished_goods,17.80,47
IP01844,SUP0094,SC-001844,consumables,806.38,136
IP01845,SUP0095,SC-001845,spares,313.00,156
IP01846,SUP0096,SC-001846,components,404.49,266
IP01847,SUP0097,SC-001847,packaging,455.10,473
IP01848,SUP0098,SC-001848,finished_goods,85.96,286
IP01849,SUP0099,SC-001849,consumables,514.91,95
IP01850,SUP0100,SC-001850,spares,829.30,193
IP01851,SUP0101,SC-001851,components,656.63,162
IP01852,SUP0102,SC-001852,packaging,55.54,94
IP01853,SUP0103,SC-001853,finished_goods,454.86,375
IP01854,SUP0104,SC-001854,consumables,553.03,162
IP01855,SUP0105,SC-001855,spares,649.19,198
IP01856,SUP0106,SC-001856,components,770.52,46
IP01857,SUP0107,SC-001857,packaging,54.51,334
IP01858,SUP0108,SC-001858,finished_goods,454.80,426
IP01859,SUP0109,SC-001859,consumables,743.15,84
IP01860,SUP0110,SC-001860,spares,613.83,265
IP01861,SUP0111,SC-001861,components,536.87,207
IP01862,SUP0112,SC-001862,packaging,833.18,86
IP01863,SUP0113,SC-001863,finished_goods,828.67,286
IP01864,SUP0114,SC-001864,consumables,423.63,118
IP01865,SUP0115,SC-001865,spares,524.62,324
IP01866,SUP0116,SC-001866,components,164.32,181
IP01867,SUP0117,SC-001867,packaging,268.22,213
IP01868,SUP0118,SC-001868,finished_goods,364.11,238
IP01869,SUP0119,SC-001869,consumables,120.07,455
IP01870,SUP0120,SC-001870,spares,387.65,407
IP01871,SUP0121,SC-001871,components,136.27,423
IP01872,SUP0122,SC-001872,packaging,624.40,325
IP01873,SUP0123,SC-001873,finished_goods,134.29,336
IP01874,SUP0124,SC-001874,consumables,792.58,401
IP01875,SUP0125,SC-001875,spares,403.72,359
IP01876,SUP0126,SC-001876,components,633.90,415
IP01877,SUP0127,SC-001877,packaging,20.55,275
IP01878,SUP0128,SC-001878,finished_goods,603.75,254
IP01879,SUP0129,SC-001879,consumables,520.67,269
IP01880,SUP0130,SC-001880,spares,141.83,426
IP01881,SUP0131,SC-001881,components,539.57,33
IP01882,SUP0132,SC-001882,packaging,34.51,247
IP01883,SUP0133,SC-001883,finished_goods,93.78,128
IP01884,SUP0134,SC-001884,consumables,7.01,387
IP01885,SUP0135,SC-001885,spares,716.87,173
IP01886,SUP0136,SC-001886,components,75.47,350
IP01887,SUP0137,SC-001887,packaging,40.97,201
IP01888,SUP0138,SC-001888,finished_goods,790.56,157
IP01889,SUP0139,SC-001889,consumables,740.32,65
IP01890,SUP0140,SC-001890,spares,806.04,473
IP01891,SUP0141,SC-001891,components,798.90,189
IP01892,SUP0142,SC-001892,packaging,294.83,349
IP01893,SUP0143,SC-001893,finished_goods,728.49,336
IP01894,SUP0144,SC-001894,consumables,216.99,154
IP01895,SUP0145,SC-001895,spares,667.34,184
IP01896,SUP0146,SC-001896,components,26.62,182
IP01897,SUP0147,SC-001897,packaging,427.16,343
IP01898,SUP0148,SC-001898,finished_goods,769.01,385
IP01899,SUP0149,SC-001899,consumables,139.31,422
IP01900,SUP0150,SC-001900,spares,367.90,463
IP01901,SUP0151,SC-001901,components,778.72,176
IP01902,SUP0152,SC-001902,packaging,557.48,455
IP01903,SUP0153,SC-001903,finished_goods,738.42,49
IP01904,SUP0154,SC-001904,consumables,703.68,252
IP01905,SUP0155,SC-001905,spares,517.08,59
IP01906,SUP0156,SC-001906,components,471.02,69
IP01907,SUP0157,SC-001907,packaging,545.64,100
IP01908,SUP0158,SC-001908,finished_goods,710.27,493
IP01909,SUP0159,SC-001909,consumables,498.49,162
IP01910,SUP0160,SC-001910,spares,843.28,317
IP01911,SUP0161,SC-001911,components,299.62,491
IP01912,SUP0162,SC-001912,packaging,812.52,53
IP01913,SUP0163,SC-001913,finished_goods,530.52,143
IP01914,SUP0164,SC-001914,consumables,766.28,33
IP01915,SUP0165,SC-001915,spares,261.75,81
IP01916,SUP0166,SC-001916,components,95.30,164
IP01917,SUP0167,SC-001917,packaging,230.16,347
IP01918,SUP0168,SC-001918,finished_goods,405.25,282
IP01919,SUP0169,SC-001919,consumables,520.18,228
IP01920,SUP0170,SC-001920,spares,348.53,124
IP01921,SUP0171,SC-001921,components,526.12,464
IP01922,SUP0172,SC-001922,packaging,107.31,105
IP01923,SUP0173,SC-001923,finished_goods,657.89,141
IP01924,SUP0174,SC-001924,consumables,185.02,339
IP01925,SUP0175,SC-001925,spares,458.83,356
IP01926,SUP0176,SC-001926,components,133.53,428
IP01927,SUP0177,SC-001927,packaging,203.09,318
IP01928,SUP0178,SC-001928,finished_goods,570.56,447
IP01929,SUP0179,SC-001929,consumables,546.81,320
IP01930,SUP0180,SC-001930,spares,328.98,438
IP01931,SUP0181,SC-001931,components,421.04,490
IP01932,SUP0182,SC-001932,packaging,347.50,272
IP01933,SUP0183,SC-001933,finished_goods,588.29,475
IP01934,SUP0184,SC-001934,consumables,424.95,312
IP01935,SUP0185,SC-001935,spares,473.08,186
IP01936,SUP0186,SC-001936,components,309.08,487
IP01937,SUP0187,SC-001937,packaging,324.61,222
IP01938,SUP0188,SC-001938,finished_goods,522.07,220
IP01939,SUP0189,SC-001939,consumables,759.52,156
IP01940,SUP0190,SC-001940,spares,207.89,494
IP01941,SUP0191,SC-001941,components,809.83,159
IP01942,SUP0192,SC-001942,packaging,243.94,100
IP01943,SUP0193,SC-001943,finished_goods,667.43,461
IP01944,SUP0194,SC-001944,consumables,808.13,103
IP01945,SUP0195,SC-001945,spares,246.91,424
IP01946,SUP0196,SC-001946,components,729.68,483
IP01947,SUP0197,SC-001947,packaging,296.08,142
IP01948,SUP0198,SC-001948,finished_goods,2.54,366
IP01949,SUP0199,SC-001949,consumables,510.74,422
IP01950,SUP0200,SC-001950,spares,671.15,76
IP01951,SUP0201,SC-001951,components,405.70,53
IP01952,SUP0202,SC-001952,packaging,229.81,383
IP01953,SUP0203,SC-001953,finished_goods,517.43,241
IP01954,SUP0204,SC-001954,consumables,478.19,311
IP01955,SUP0205,SC-001955,spares,821.27,374
IP01956,SUP0206,SC-001956,components,104.74,54
IP01957,SUP0207,SC-001957,packaging,280.85,249
IP01958,SUP0208,SC-001958,finished_goods,500.21,187
IP01959,SUP0209,SC-001959,consumables,819.94,144
IP01960,SUP0210,SC-001960,spares,628.89,388
IP01961,SUP0211,SC-001961,components,239.07,422
IP01962,SUP0212,SC-001962,packaging,497.66,186
IP01963,SUP0213,SC-001963,finished_goods,66.62,45
IP01964,SUP0214,SC-001964,consumables,144.25,395
IP01965,SUP0215,SC-001965,spares,305.14,105
IP01966,SUP0216,SC-001966,components,816.71,131
IP01967,SUP0217,SC-001967,packaging,292.43,500
IP01968,SUP0218,SC-001968,finished_goods,224.00,188
IP01969,SUP0219,SC-001969,consumables,142.65,290
IP01970,SUP0220,SC-001970,spares,404.88,143
IP01971,SUP0221,SC-001971,components,626.89,356
IP01972,SUP0222,SC-001972,packaging,506.30,184
IP01973,SUP0223,SC-001973,finished_goods,169.98,219
IP01974,SUP0224,SC-001974,consumables,814.41,451
IP01975,SUP0225,SC-001975,spares,741.56,64
IP01976,SUP0226,SC-001976,components,643.77,44
IP01977,SUP0227,SC-001977,packaging,312.85,222
IP01978,SUP0228,SC-001978,finished_goods,272.58,322
IP01979,SUP0229,SC-001979,consumables,452.14,405
IP01980,SUP0230,SC-001980,spares,31.12,279
IP01981,SUP0231,SC-001981,components,42.20,138
IP01982,SUP0232,SC-001982,packaging,742.60,498
IP01983,SUP0233,SC-001983,finished_goods,301.62,456
IP01984,SUP0234,SC-001984,consumables,707.94,118
IP01985,SUP0235,SC-001985,spares,169.69,341
IP01986,SUP0236,SC-001986,components,394.22,88
IP01987,SUP0237,SC-001987,packaging,653.01,398
IP01988,SUP0238,SC-001988,finished_goods,188.87,231
IP01989,SUP0239,SC-001989,consumables,242.47,276
IP01990,SUP0240,SC-001990,spares,160.93,234
IP01991,SUP0241,SC-001991,components,8.85,129
IP01992,SUP0242,SC-001992,packaging,803.04,265
IP01993,SUP0243,SC-001993,finished_goods,736.35,471
IP01994,SUP0244,SC-001994,consumables,501.97,492
IP01995,SUP0245,SC-001995,spares,230.29,486
IP01996,SUP0246,SC-001996,components,456.54,428
IP01997,SUP0247,SC-001997,packaging,546.47,411
IP01998,SUP0248,SC-001998,finished_goods,594.89,253
IP01999,SUP0249,SC-001999,consumables,204.92,79
IP02000,SUP0250,SC-002000,spares,510.21,286
IP02001,SUP0001,SC-002001,components,451.01,80
IP02002,SUP0002,SC-002002,packaging,375.24,99
IP02003,SUP0003,SC-002003,finished_goods,144.27,239
IP02004,SUP0004,SC-002004,consumables,46.00,147
IP02005,SUP0005,SC-002005,spares,424.74,380
IP02006,SUP0006,SC-002006,components,205.71,179
IP02007,SUP0007,SC-002007,packaging,721.05,309
IP02008,SUP0008,SC-002008,finished_goods,424.15,351
IP02009,SUP0009,SC-002009,consumables,104.85,299
IP02010,SUP0010,SC-002010,spares,141.70,204
IP02011,SUP0011,SC-002011,components,827.66,116
IP02012,SUP0012,SC-002012,packaging,178.04,209
IP02013,SUP0013,SC-002013,finished_goods,285.44,342
IP02014,SUP0014,SC-002014,consumables,711.60,204
IP02015,SUP0015,SC-002015,spares,814.99,325
IP02016,SUP0016,SC-002016,components,381.37,28
IP02017,SUP0017,SC-002017,packaging,506.32,132
IP02018,SUP0018,SC-002018,finished_goods,565.14,287
IP02019,SUP0019,SC-002019,consumables,222.92,326
IP02020,SUP0020,SC-002020,spares,598.26,25
IP02021,SUP0021,SC-002021,components,781.85,364
IP02022,SUP0022,SC-002022,packaging,617.82,357
IP02023,SUP0023,SC-002023,finished_goods,235.66,29
IP02024,SUP0024,SC-002024,consumables,157.22,353
IP02025,SUP0025,SC-002025,spares,685.68,224
IP02026,SUP0026,SC-002026,components,604.88,359
IP02027,SUP0027,SC-002027,packaging,742.47,203
IP02028,SUP0028,SC-002028,finished_goods,493.91,292
IP02029,SUP0029,SC-002029,consumables,686.48,209
IP02030,SUP0030,SC-002030,spares,606.10,217
IP02031,SUP0031,SC-002031,components,439.73,424
IP02032,SUP0032,SC-002032,packaging,438.70,211
IP02033,SUP0033,SC-002033,finished_goods,41.88,37
IP02034,SUP0034,SC-002034,consumables,26.81,462
IP02035,SUP0035,SC-002035,spares,247.55,493
IP02036,SUP0036,SC-002036,components,511.80,368
IP02037,SUP0037,SC-002037,packaging,179.57,116
IP02038,SUP0038,SC-002038,finished_goods,234.27,177
IP02039,SUP0039,SC-002039,consumables,253.68,434
IP02040,SUP0040,SC-002040,spares,52.44,212
IP02041,SUP0041,SC-002041,components,249.46,419
IP02042,SUP0042,SC-002042,packaging,137.37,480
IP02043,SUP0043,SC-002043,finished_goods,656.39,166
IP02044,SUP0044,SC-002044,consumables,427.13,64
IP02045,SUP0045,SC-002045,spares,215.78,25
IP02046,SUP0046,SC-002046,components,642.79,254
IP02047,SUP0047,SC-002047,packaging,473.84,155
IP02048,SUP0048,SC-002048,finished_goods,437.68,56
IP02049,SUP0049,SC-002049,consumables,80.81,206
IP02050,SUP0050,SC-002050,spares,638.18,452
IP02051,SUP0051,SC-002051,components,111.20,174
IP02052,SUP0052,SC-002052,packaging,337.26,277
IP02053,SUP0053,SC-002053,finished_goods,386.37,383
IP02054,SUP0054,SC-002054,consumables,519.71,264
IP02055,SUP0055,SC-002055,spares,769.12,473
IP02056,SUP0056,SC-002056,components,83.81,245
IP02057,SUP0057,SC-002057,packaging,780.57,94
IP02058,SUP0058,SC-002058,finished_goods,612.92,223
IP02059,SUP0059,SC-002059,consumables,628.56,332
IP02060,SUP0060,SC-002060,spares,39.25,329
IP02061,SUP0061,SC-002061,components,570.85,294
IP02062,SUP0062,SC-002062,packaging,595.25,124
IP02063,SUP0063,SC-002063,finished_goods,696.78,241
IP02064,SUP0064,SC-002064,consumables,51.94,208
IP02065,SUP0065,SC-002065,spares,558.46,41
IP02066,SUP0066,SC-002066,components,700.02,409
IP02067,SUP0067,SC-002067,packaging,83.83,459
IP02068,SUP0068,SC-002068,finished_goods,595.74,474
IP02069,SUP0069,SC-002069,consumables,204.67,289
IP02070,SUP0070,SC-002070,spares,346.43,79
IP02071,SUP0071,SC-002071,components,546.74,452
IP02072,SUP0072,SC-002072,packaging,53.94,423
IP02073,SUP0073,SC-002073,finished_goods,823.11,378
IP02074,SUP0074,SC-002074,consumables,189.97,443
IP02075,SUP0075,SC-002075,spares,802.58,298
IP02076,SUP0076,SC-002076,components,399.28,438
IP02077,SUP0077,SC-002077,packaging,771.04,182
IP02078,SUP0078,SC-002078,finished_goods,773.07,82
IP02079,SUP0079,SC-002079,consumables,528.03,35
IP02080,SUP0080,SC-002080,spares,828.89,438
IP02081,SUP0081,SC-002081,components,538.63,106
IP02082,SUP0082,SC-002082,packaging,733.47,306
IP02083,SUP0083,SC-002083,finished_goods,672.34,407
