purchase_order_id,supplier_id,warehouse_id,ordered_at,expected_at,received_at,status
PO014039,SUP0081,W012,11-09-2024,04-10-2024,01-10-2024,received
PO014040,SUP0094,W011,14-11-2025,29-12-2025,31-12-2025,received
PO014041,SUP0010,W009,09-05-2025,03-07-2025,15-07-2025,received
PO014042,SUP0114,W010,04-08-2025,20-09-2025,28-09-2025,received
PO014043,SUP0053,W008,08-07-2025,12-08-2025,14-08-2025,received
PO014044,SUP0235,W010,22-12-2023,14-02-2024,20-02-2024,received
PO014045,SUP0049,W011,09-01-2025,22-02-2025,22-02-2025,received
PO014046,SUP0190,W003,28-10-2024,12-11-2024,25-11-2024,received
PO014047,SUP0109,W007,08-08-2025,14-08-2025,16-08-2025,received
PO014048,SUP0122,W002,09-02-2024,21-03-2024,22-03-2024,received
PO014049,SUP0134,W010,08-03-2024,17-04-2024,15-04-2024,received
PO014050,SUP0078,W008,13-09-2024,22-10-2024,29-10-2024,received
PO014051,SUP0080,W007,29-01-2024,12-02-2024,14-02-2024,received
PO014052,SUP0197,W010,19-10-2024,02-11-2024,08-11-2024,received
PO014053,SUP0110,W003,17-01-2024,12-03-2024,23-03-2024,received
PO014054,SUP0127,W012,30-08-2024,20-10-2024,18-10-2024,received
PO014055,SUP0073,W010,11-04-2023,28-05-2023,02-06-2023,received
PO014056,SUP0038,W010,28-02-2023,28-03-2023,06-04-2023,received
PO014057,SUP0205,W010,30-03-2023,25-04-2023,08-05-2023,received
PO014058,SUP0194,W007,29-05-2024,11-06-2024,25-06-2024,received
PO014059,SUP0183,W011,08-08-2025,23-08-2025,29-08-2025,received
PO014060,SUP0205,W006,22-03-2025,17-04-2025,15-04-2025,received
PO014061,SUP0101,W002,29-08-2023,10-09-2023,19-09-2023,received
PO014062,SUP0068,W001,06-03-2023,14-03-2023,19-03-2023,received
PO014063,SUP0108,W011,02-12-2024,17-12-2024,15-12-2024,received
PO014064,SUP0011,W004,17-09-2025,04-11-2025,16-11-2025,received
PO014065,SUP0136,W007,14-10-2023,02-12-2023,02-12-2023,received
PO014066,SUP0205,W009,21-09-2024,17-10-2024,30-10-2024,received
PO014067,SUP0204,W009,13-09-2024,06-10-2024,17-10-2024,partial
PO014068,SUP0177,W010,01-05-2025,19-06-2025,28-06-2025,received
PO014069,SUP0150,W012,11-11-2025,04-12-2025,12-12-2025,partial
PO014070,SUP0106,W012,16-11-2023,17-12-2023,16-12-2023,received
PO014071,SUP0056,W002,25-07-2023,09-08-2023,15-08-2023,partial
PO014072,SUP0076,W011,24-08-2025,07-10-2025,20-10-2025,received
PO014073,SUP0235,W007,15-02-2024,09-04-2024,06-04-2024,partial
PO014074,SUP0163,W004,28-06-2023,20-08-2023,24-08-2023,received
PO014075,SUP0224,W012,23-04-2025,08-05-2025,14-05-2025,received
PO014076,SUP0135,W007,14-09-2025,09-11-2025,15-11-2025,received
PO014077,SUP0148,W008,06-05-2023,31-05-2023,07-06-2023,received
PO014078,SUP0193,W009,19-10-2023,23-11-2023,07-12-2023,received
PO014079,SUP0014,W009,08-09-2025,23-09-2025,20-09-2025,received
PO014080,SUP0214,W009,18-07-2023,18-08-2023,16-08-2023,received
PO014081,SUP0182,W010,15-01-2024,25-02-2024,26-02-2024,received
PO014082,SUP0100,W009,29-02-2024,15-04-2024,24-04-2024,received
PO014083,SUP0086,W007,11-10-2024,09-12-2024,06-12-2024,received
PO014084,SUP0068,W007,09-05-2023,17-05-2023,22-05-2023,received
PO014085,SUP0068,W006,02-12-2024,10-12-2024,20-12-2024,received
PO014086,SUP0044,W005,09-10-2025,06-12-2025,17-12-2025,partial
PO014087,SUP0012,W012,18-07-2024,21-08-2024,18-08-2024,received
PO014088,SUP0233,W001,24-09-2024,23-10-2024,01-11-2024,received
PO014089,SUP0167,W011,01-04-2025,15-04-2025,18-04-2025,received
PO014090,SUP0219,W011,01-10-2025,30-10-2025,08-11-2025,received
PO014091,SUP0009,W011,16-01-2024,07-03-2024,12-03-2024,received
PO014092,SUP0179,W002,26-05-2024,23-06-2024,26-06-2024,received
PO014093,SUP0185,W007,06-07-2024,17-07-2024,19-07-2024,received
PO014094,SUP0175,W007,07-10-2023,12-10-2023,15-10-2023,received
PO014095,SUP0243,W012,05-11-2023,02-12-2023,15-12-2023,received
PO014096,SUP0118,W004,10-06-2023,09-08-2023,06-08-2023,received
PO014097,SUP0067,W012,13-11-2025,20-12-2025,18-12-2025,received
PO014098,SUP0146,W010,24-02-2025,11-04-2025,14-04-2025,received
PO014099,SUP0040,W003,22-01-2025,27-01-2025,31-01-2025,received
PO014100,SUP0237,W001,04-07-2025,12-07-2025,18-07-2025,received
PO014101,SUP0131,W008,14-11-2023,26-12-2023,25-12-2023,received
PO014102,SUP0130,W005,11-02-2024,22-02-2024,27-02-2024,received
PO014103,SUP0147,W003,27-03-2024,25-04-2024,24-04-2024,received
PO014104,SUP0241,W001,25-07-2025,11-08-2025,20-08-2025,received
PO014105,SUP0180,W010,23-02-2025,24-03-2025,02-04-2025,received
PO014106,SUP0002,W004,30-11-2025,31-12-2025,,open
PO014107,SUP0145,W010,07-07-2023,11-08-2023,11-08-2023,received
PO014108,SUP0238,W001,04-01-2023,18-02-2023,01-03-2023,received
PO014109,SUP0108,W005,28-09-2024,13-10-2024,23-10-2024,received
PO014110,SUP0145,W001,07-04-2024,12-05-2024,13-05-2024,received
PO014111,SUP0051,W002,28-07-2024,08-09-2024,07-09-2024,partial
PO014112,SUP0069,W002,14-11-2023,07-01-2024,14-01-2024,received
PO014113,SUP0195,W007,14-04-2025,22-05-2025,19-05-2025,partial
PO014114,SUP0170,W009,20-11-2024,15-12-2024,17-12-2024,received
PO014115,SUP0142,W006,05-04-2024,03-06-2024,15-06-2024,received
PO014116,SUP0239,W001,02-06-2024,07-07-2024,19-07-2024,received
PO014117,SUP0201,W009,29-11-2023,13-12-2023,16-12-2023,received
PO014118,SUP0244,W006,29-04-2023,18-06-2023,23-06-2023,received
PO014119,SUP0060,W009,03-01-2024,16-01-2024,27-01-2024,received
PO014120,SUP0223,W007,29-05-2024,19-07-2024,19-07-2024,received
PO014121,SUP0203,W009,17-08-2025,15-09-2025,26-09-2025,received
PO014122,SUP0183,W001,26-01-2024,10-02-2024,12-02-2024,partial
PO014123,SUP0046,W002,20-03-2023,04-05-2023,01-05-2023,received
PO014124,SUP0124,W010,27-10-2025,11-11-2025,10-11-2025,received
PO014125,SUP0072,W009,04-08-2024,17-09-2024,23-09-2024,partial
PO014126,SUP0134,W009,08-05-2023,17-06-2023,30-06-2023,received
PO014127,SUP0111,W008,19-09-2025,09-10-2025,18-10-2025,received
PO014128,SUP0015,W002,17-01-2023,05-02-2023,,cancelled
PO014129,SUP0098,W009,17-01-2024,08-02-2024,08-02-2024,received
PO014130,SUP0130,W004,10-05-2025,21-05-2025,27-05-2025,received
PO014131,SUP0047,W010,13-08-2024,24-09-2024,27-09-2024,received
PO014132,SUP0095,W007,20-08-2024,11-09-2024,16-09-2024,received
PO014133,SUP0107,W012,31-07-2024,22-08-2024,29-08-2024,received
PO014134,SUP0056,W010,26-09-2023,11-10-2023,09-10-2023,received
PO014135,SUP0009,W003,08-10-2025,28-11-2025,01-12-2025,received
PO014136,SUP0144,W009,18-10-2024,09-11-2024,22-11-2024,received
PO014137,SUP0190,W011,17-10-2025,01-11-2025,05-11-2025,received
PO014138,SUP0017,W004,22-06-2025,10-08-2025,08-08-2025,received
PO014139,SUP0009,W001,11-05-2023,01-07-2023,30-06-2023,received
PO014140,SUP0075,W003,06-10-2025,02-11-2025,12-11-2025,received
PO014141,SUP0172,W007,01-03-2023,03-04-2023,31-03-2023,received
PO014142,SUP0133,W012,28-01-2023,17-02-2023,15-02-2023,received
PO014143,SUP0005,W009,02-03-2025,25-03-2025,26-03-2025,received
PO014144,SUP0250,W012,26-12-2023,11-02-2024,13-02-2024,received
PO014145,SUP0056,W004,26-10-2023,10-11-2023,21-11-2023,received
PO014146,SUP0220,W002,31-07-2025,10-08-2025,15-08-2025,received
PO014147,SUP0236,W007,19-05-2025,01-07-2025,11-07-2025,received
PO014148,SUP0177,W005,10-04-2024,29-05-2024,,cancelled
PO014149,SUP0006,W009,08-10-2024,14-11-2024,17-11-2024,received
PO014150,SUP0058,W001,29-09-2025,08-10-2025,14-10-2025,received
PO014151,SUP0026,W004,18-05-2024,07-06-2024,11-06-2024,received
PO014152,SUP0063,W009,14-08-2024,26-08-2024,09-09-2024,received
PO014153,SUP0160,W010,25-01-2025,07-03-2025,17-03-2025,received
PO014154,SUP0078,W007,01-09-2024,10-10-2024,21-10-2024,received
PO014155,SUP0217,W006,06-12-2025,31-12-2025,,open
PO014156,SUP0018,W001,28-01-2024,27-03-2024,01-04-2024,received
PO014157,SUP0091,W002,16-05-2025,08-06-2025,06-06-2025,received
PO014158,SUP0021,W004,05-05-2024,11-05-2024,09-05-2024,partial
PO014159,SUP0064,W008,31-08-2025,12-10-2025,25-10-2025,received
PO014160,SUP0174,W002,19-11-2023,13-01-2024,19-01-2024,received
PO014161,SUP0105,W010,22-04-2023,20-05-2023,21-05-2023,received
PO014162,SUP0226,W004,19-05-2023,10-07-2023,13-07-2023,received
PO014163,SUP0114,W006,08-01-2025,24-02-2025,10-03-2025,received
PO014164,SUP0117,W002,28-05-2025,17-06-2025,25-06-2025,received
PO014165,SUP0236,W007,17-11-2025,30-12-2025,,open
PO014166,SUP0018,W002,06-04-2025,04-06-2025,14-06-2025,received
PO014167,SUP0092,W008,12-07-2024,31-08-2024,30-08-2024,received
PO014168,SUP0213,W007,06-06-2023,24-07-2023,01-08-2023,received
PO014169,SUP0223,W011,30-10-2023,20-12-2023,,cancelled
PO014170,SUP0198,W005,17-07-2023,26-08-2023,07-09-2023,received
PO014171,SUP0166,W011,08-06-2025,20-06-2025,25-06-2025,received
PO014172,SUP0144,W009,19-01-2023,10-02-2023,10-02-2023,received
PO014173,SUP0116,W008,18-05-2024,04-07-2024,08-07-2024,received
PO014174,SUP0138,W009,17-11-2024,10-01-2025,15-01-2025,received
PO014175,SUP0207,W007,10-01-2024,21-01-2024,03-02-2024,received
PO014176,SUP0067,W002,26-09-2024,02-11-2024,30-10-2024,received
PO014177,SUP0157,W008,19-06-2024,14-08-2024,27-08-2024,partial
PO014178,SUP0179,W012,19-01-2023,16-02-2023,22-02-2023,received
PO014179,SUP0132,W009,25-02-2024,06-03-2024,12-03-2024,received
PO014180,SUP0071,W004,01-11-2023,01-12-2023,08-12-2023,received
PO014181,SUP0237,W005,13-11-2024,21-11-2024,30-11-2024,partial
PO014182,SUP0038,W002,04-06-2025,02-07-2025,10-07-2025,received
PO014183,SUP0221,W006,17-03-2023,24-03-2023,23-03-2023,received
PO014184,SUP0187,W011,25-09-2023,06-10-2023,11-10-2023,received
PO014185,SUP0139,W006,31-01-2023,15-02-2023,17-02-2023,received
PO014186,SUP0248,W012,12-09-2023,25-10-2023,01-11-2023,received
PO014187,SUP0207,W012,11-06-2023,22-06-2023,05-07-2023,received
PO014188,SUP0150,W006,10-05-2024,02-06-2024,15-06-2024,received
PO014189,SUP0181,W003,11-10-2023,21-10-2023,26-10-2023,partial
PO014190,SUP0155,W002,21-03-2024,27-04-2024,29-04-2024,received
PO014191,SUP0160,W007,21-11-2024,01-01-2025,13-01-2025,received
PO014192,SUP0235,W002,20-01-2025,15-03-2025,17-03-2025,received
PO014193,SUP0109,W012,18-06-2024,24-06-2024,25-06-2024,received
PO014194,SUP0078,W008,24-04-2024,02-06-2024,12-06-2024,received
PO014195,SUP0139,W008,14-01-2023,29-01-2023,11-02-2023,received
PO014196,SUP0217,W003,13-03-2024,14-04-2024,28-04-2024,received
PO014197,SUP0100,W001,21-03-2023,06-05-2023,19-05-2023,received
PO014198,SUP0194,W003,31-08-2025,13-09-2025,12-09-2025,received
PO014199,SUP0090,W007,12-08-2023,11-10-2023,09-10-2023,received
PO014200,SUP0202,W001,07-03-2023,06-04-2023,20-04-2023,received
PO014201,SUP0175,W004,20-07-2025,25-07-2025,23-07-2025,received
PO014202,SUP0182,W012,06-12-2024,16-01-2025,14-01-2025,received
PO014203,SUP0013,W006,03-08-2024,25-08-2024,05-09-2024,received
PO014204,SUP0243,W007,19-03-2024,15-04-2024,28-04-2024,received
PO014205,SUP0057,W008,05-06-2025,28-06-2025,28-06-2025,received
PO014206,SUP0131,W002,20-02-2023,03-04-2023,31-03-2023,received
PO014207,SUP0071,W011,14-04-2023,14-05-2023,28-05-2023,received
PO014208,SUP0132,W010,08-02-2024,18-02-2024,29-02-2024,received
PO014209,SUP0030,W007,12-12-2023,25-12-2023,28-12-2023,received
PO014210,SUP0180,W010,05-06-2025,04-07-2025,07-07-2025,received
PO014211,SUP0129,W001,11-11-2025,31-12-2025,31-12-2025,received
PO014212,SUP0077,W009,05-11-2025,21-11-2025,01-12-2025,received
PO014213,SUP0137,W004,25-11-2023,11-12-2023,17-12-2023,partial
PO014214,SUP0211,W006,11-10-2024,30-10-2024,27-10-2024,received
PO014215,SUP0076,W002,21-09-2024,04-11-2024,06-11-2024,received
PO014216,SUP0089,W003,09-04-2024,05-05-2024,17-05-2024,received
PO014217,SUP0187,W003,07-09-2024,18-09-2024,01-10-2024,received
PO014218,SUP0192,W006,24-08-2024,18-09-2024,02-10-2024,received
PO014219,SUP0213,W008,05-12-2025,31-12-2025,,open
PO014220,SUP0016,W009,21-09-2025,16-11-2025,14-11-2025,received
PO014221,SUP0036,W001,04-03-2023,30-04-2023,28-04-2023,received
PO014222,SUP0051,W006,24-07-2024,04-09-2024,12-09-2024,received
PO014223,SUP0143,W007,15-02-2023,12-04-2023,12-04-2023,received
PO014224,SUP0176,W012,09-02-2025,29-03-2025,26-03-2025,received
PO014225,SUP0205,W005,15-10-2024,10-11-2024,18-11-2024,received
PO014226,SUP0057,W005,16-06-2024,09-07-2024,09-07-2024,received
PO014227,SUP0037,W002,21-03-2023,24-04-2023,05-05-2023,received
PO014228,SUP0221,W010,05-06-2025,12-06-2025,23-06-2025,received
PO014229,SUP0042,W007,11-03-2023,31-03-2023,10-04-2023,received
PO014230,SUP0228,W004,08-10-2025,21-11-2025,28-11-2025,received
PO014231,SUP0223,W012,17-10-2025,07-12-2025,06-12-2025,received
PO014232,SUP0062,W007,24-12-2023,15-02-2024,16-02-2024,received
PO014233,SUP0016,W009,18-09-2023,13-11-2023,12-11-2023,received
PO014234,SUP0199,W004,05-01-2025,28-01-2025,03-02-2025,received
PO014235,SUP0144,W001,17-04-2025,09-05-2025,10-05-2025,partial
PO014236,SUP0159,W005,04-05-2024,05-06-2024,04-06-2024,partial
PO014237,SUP0181,W003,03-09-2024,13-09-2024,23-09-2024,received
PO014238,SUP0068,W010,24-09-2024,02-10-2024,13-10-2024,received
PO014239,SUP0055,W010,03-04-2024,28-04-2024,11-05-2024,received
PO014240,SUP0216,W012,31-12-2023,26-02-2024,07-03-2024,partial
PO014241,SUP0026,W006,16-09-2025,06-10-2025,09-10-2025,received
PO014242,SUP0134,W007,08-08-2025,17-09-2025,20-09-2025,received
PO014243,SUP0227,W006,01-01-2023,01-02-2023,12-02-2023,received
PO014244,SUP0074,W004,25-01-2023,12-03-2023,17-03-2023,received
PO014245,SUP0117,W003,28-06-2023,18-07-2023,23-07-2023,received
PO014246,SUP0104,W003,03-07-2023,08-07-2023,07-07-2023,received
PO014247,SUP0050,W005,24-07-2024,02-08-2024,03-08-2024,received
PO014248,SUP0203,W007,07-01-2025,05-02-2025,14-02-2025,received
PO014249,SUP0189,W011,25-09-2025,28-10-2025,03-11-2025,received
PO014250,SUP0182,W008,18-05-2025,28-06-2025,26-06-2025,received
PO014251,SUP0097,W004,24-06-2023,07-07-2023,18-07-2023,received
PO014252,SUP0051,W002,15-03-2025,26-04-2025,27-04-2025,received
PO014253,SUP0159,W006,13-10-2024,14-11-2024,19-11-2024,received
PO014254,SUP0164,W002,06-09-2025,01-11-2025,02-11-2025,received
PO014255,SUP0158,W008,21-08-2023,07-10-2023,07-10-2023,received
PO014256,SUP0209,W011,04-12-2024,20-01-2025,17-01-2025,received
PO014257,SUP0149,W007,20-01-2023,29-01-2023,12-02-2023,received
PO014258,SUP0208,W012,09-02-2024,30-03-2024,02-04-2024,received
PO014259,SUP0234,W005,30-07-2023,10-09-2023,08-09-2023,received
PO014260,SUP0136,W006,13-09-2023,01-11-2023,04-11-2023,received
PO014261,SUP0230,W004,18-05-2023,27-05-2023,04-06-2023,received
PO014262,SUP0230,W007,05-01-2025,14-01-2025,23-01-2025,received
PO014263,SUP0124,W009,18-05-2024,02-06-2024,15-06-2024,received
PO014264,SUP0126,W003,06-08-2023,17-08-2023,25-08-2023,received
PO014265,SUP0165,W003,08-09-2024,08-10-2024,10-10-2024,received
PO014266,SUP0115,W006,28-08-2023,08-09-2023,15-09-2023,received
PO014267,SUP0215,W006,29-11-2024,02-01-2025,08-01-2025,received
PO014268,SUP0058,W012,10-11-2025,19-11-2025,27-11-2025,received
PO014269,SUP0047,W012,04-02-2025,18-03-2025,26-03-2025,received
PO014270,SUP0033,W005,22-01-2024,15-03-2024,15-03-2024,received
PO014271,SUP0017,W010,30-07-2025,17-09-2025,27-09-2025,received
PO014272,SUP0032,W011,07-02-2024,04-03-2024,15-03-2024,received
PO014273,SUP0141,W002,18-06-2023,02-07-2023,16-07-2023,received
PO014274,SUP0191,W001,24-08-2025,05-10-2025,,cancelled
PO014275,SUP0217,W012,19-09-2023,21-10-2023,24-10-2023,received
PO014276,SUP0197,W003,13-06-2025,27-06-2025,28-06-2025,received
PO014277,SUP0222,W009,26-04-2025,26-05-2025,05-06-2025,received
PO014278,SUP0199,W010,19-03-2025,11-04-2025,16-04-2025,received
PO014279,SUP0040,W003,22-12-2024,27-12-2024,06-01-2025,received
PO014280,SUP0228,W002,03-04-2023,17-05-2023,14-05-2023,received
PO014281,SUP0141,W005,25-09-2025,09-10-2025,18-10-2025,received
PO014282,SUP0230,W006,03-08-2025,12-08-2025,22-08-2025,received
PO014283,SUP0063,W011,09-05-2023,21-05-2023,27-05-2023,received
PO014284,SUP0025,W005,28-01-2024,15-02-2024,19-02-2024,received
PO014285,SUP0148,W001,22-02-2023,19-03-2023,02-04-2023,received
PO014286,SUP0191,W007,27-05-2024,08-07-2024,09-07-2024,received
PO014287,SUP0209,W004,15-04-2025,01-06-2025,05-06-2025,received
PO014288,SUP0084,W004,22-11-2025,31-12-2025,,open
PO014289,SUP0092,W010,06-06-2025,26-07-2025,27-07-2025,received
PO014290,SUP0134,W005,23-09-2023,02-11-2023,30-10-2023,received
PO014291,SUP0101,W012,17-06-2025,29-06-2025,13-07-2025,received
PO014292,SUP0017,W003,22-11-2025,31-12-2025,,open
PO014293,SUP0217,W010,29-06-2023,31-07-2023,31-07-2023,received
PO014294,SUP0080,W009,27-06-2023,11-07-2023,19-07-2023,received
PO014295,SUP0193,W002,11-09-2023,16-10-2023,,cancelled
PO014296,SUP0117,W012,21-09-2025,11-10-2025,08-10-2025,received
PO014297,SUP0189,W010,09-09-2024,12-10-2024,10-10-2024,received
PO014298,SUP0193,W007,21-04-2023,26-05-2023,09-06-2023,received
PO014299,SUP0179,W001,03-03-2024,31-03-2024,01-04-2024,partial
PO014300,SUP0015,W006,28-11-2024,17-12-2024,21-12-2024,partial
PO014301,SUP0221,W010,06-02-2024,13-02-2024,21-02-2024,received
PO014302,SUP0248,W011,09-07-2024,21-08-2024,24-08-2024,partial
PO014303,SUP0149,W005,26-01-2023,04-02-2023,14-02-2023,partial
PO014304,SUP0096,W007,16-03-2023,01-04-2023,11-04-2023,received
PO014305,SUP0209,W006,13-12-2024,29-01-2025,01-02-2025,received
PO014306,SUP0194,W001,08-06-2025,21-06-2025,24-06-2025,received
PO014307,SUP0078,W002,27-03-2024,05-05-2024,12-05-2024,partial
PO014308,SUP0202,W009,18-02-2023,20-03-2023,03-04-2023,received
PO014309,SUP0200,W009,23-02-2025,11-04-2025,23-04-2025,received
PO014310,SUP0082,W009,13-03-2023,24-04-2023,23-04-2023,received
PO014311,SUP0180,W006,17-06-2024,16-07-2024,21-07-2024,received
PO014312,SUP0144,W012,05-04-2023,27-04-2023,07-05-2023,received
PO014313,SUP0079,W001,25-03-2025,25-04-2025,29-04-2025,received
PO014314,SUP0011,W005,26-08-2025,13-10-2025,25-10-2025,received
PO014315,SUP0134,W002,28-07-2023,06-09-2023,08-09-2023,received
PO014316,SUP0139,W009,23-03-2023,07-04-2023,18-04-2023,received
PO014317,SUP0181,W007,04-08-2024,14-08-2024,16-08-2024,received
PO014318,SUP0128,W012,31-10-2024,15-12-2024,17-12-2024,received
PO014319,SUP0146,W004,26-10-2024,11-12-2024,16-12-2024,received
PO014320,SUP0099,W009,17-04-2024,14-06-2024,12-06-2024,received
PO014321,SUP0035,W002,03-03-2023,12-03-2023,11-03-2023,partial
PO014322,SUP0078,W003,19-03-2025,27-04-2025,08-05-2025,partial
PO014323,SUP0003,W007,30-08-2024,03-10-2024,12-10-2024,received
PO014324,SUP0157,W006,26-03-2024,21-05-2024,24-05-2024,received
PO014325,SUP0003,W004,02-05-2024,05-06-2024,19-06-2024,received
PO014326,SUP0107,W012,29-12-2023,20-01-2024,31-01-2024,received
PO014327,SUP0145,W002,04-08-2025,08-09-2025,12-09-2025,received
PO014328,SUP0090,W007,28-03-2025,27-05-2025,31-05-2025,received
PO014329,SUP0246,W006,20-03-2023,16-04-2023,29-04-2023,received
PO014330,SUP0196,W002,10-10-2025,15-11-2025,15-11-2025,received
PO014331,SUP0179,W005,20-07-2025,17-08-2025,22-08-2025,received
PO014332,SUP0162,W008,21-06-2024,05-08-2024,06-08-2024,received
PO014333,SUP0193,W005,10-12-2023,14-01-2024,24-01-2024,received
PO014334,SUP0122,W012,17-07-2025,27-08-2025,09-09-2025,received
PO014335,SUP0050,W012,21-06-2023,30-06-2023,27-06-2023,received
PO014336,SUP0069,W010,20-01-2023,15-03-2023,14-03-2023,received
PO014337,SUP0142,W002,28-11-2025,31-12-2025,,open
PO014338,SUP0191,W002,23-09-2023,04-11-2023,03-11-2023,received
PO014339,SUP0161,W003,27-01-2025,20-03-2025,23-03-2025,received
PO014340,SUP0043,W001,17-01-2023,01-02-2023,30-01-2023,partial
PO014341,SUP0096,W009,12-02-2025,28-02-2025,26-02-2025,received
PO014342,SUP0087,W003,22-06-2023,13-07-2023,19-07-2023,received
PO014343,SUP0090,W003,06-04-2024,05-06-2024,08-06-2024,received
PO014344,SUP0084,W001,29-11-2024,12-01-2025,12-01-2025,received
PO014345,SUP0035,W001,19-05-2023,28-05-2023,04-06-2023,received
PO014346,SUP0168,W009,09-08-2024,25-09-2024,23-09-2024,received
PO014347,SUP0015,W011,26-12-2023,14-01-2024,15-01-2024,received
PO014348,SUP0077,W011,30-03-2023,15-04-2023,24-04-2023,received
PO014349,SUP0217,W004,30-06-2024,01-08-2024,07-08-2024,received
PO014350,SUP0102,W005,11-08-2023,23-08-2023,23-08-2023,received
PO014351,SUP0196,W008,13-05-2024,18-06-2024,02-07-2024,received
PO014352,SUP0119,W003,13-04-2024,07-05-2024,17-05-2024,received
PO014353,SUP0064,W001,23-05-2024,04-07-2024,16-07-2024,received
PO014354,SUP0182,W002,06-09-2023,17-10-2023,26-10-2023,received
PO014355,SUP0049,W004,12-10-2023,25-11-2023,02-12-2023,received
PO014356,SUP0123,W011,01-07-2024,04-08-2024,10-08-2024,received
PO014357,SUP0068,W001,23-07-2023,31-07-2023,11-08-2023,received
PO014358,SUP0091,W006,24-08-2024,16-09-2024,19-09-2024,received
PO014359,SUP0211,W001,10-03-2024,29-03-2024,05-04-2024,received
PO014360,SUP0195,W003,04-10-2025,11-11-2025,11-11-2025,received
PO014361,SUP0063,W005,22-09-2023,04-10-2023,01-10-2023,partial
PO014362,SUP0052,W008,20-11-2024,04-12-2024,05-12-2024,received
PO014363,SUP0208,W006,15-09-2025,04-11-2025,03-11-2025,received
PO014364,SUP0011,W001,06-11-2023,24-12-2023,23-12-2023,received
PO014365,SUP0022,W011,28-03-2024,04-05-2024,10-05-2024,received
PO014366,SUP0181,W005,05-04-2025,15-04-2025,20-04-2025,received
PO014367,SUP0036,W003,02-04-2024,29-05-2024,01-06-2024,received
PO014368,SUP0044,W008,06-06-2025,03-08-2025,11-08-2025,received
PO014369,SUP0186,W012,07-08-2023,26-09-2023,04-10-2023,received
PO014370,SUP0004,W008,20-07-2023,31-07-2023,29-07-2023,received
PO014371,SUP0041,W012,05-06-2023,07-07-2023,04-07-2023,received
PO014372,SUP0025,W008,19-12-2023,06-01-2024,03-01-2024,received
PO014373,SUP0034,W011,13-10-2023,12-11-2023,22-11-2023,received
PO014374,SUP0112,W003,17-06-2025,03-08-2025,31-07-2025,received
PO014375,SUP0164,W001,12-12-2023,06-02-2024,06-02-2024,received
PO014376,SUP0017,W001,08-02-2025,29-03-2025,11-04-2025,received
PO014377,SUP0248,W009,22-09-2024,04-11-2024,16-11-2024,received
PO014378,SUP0026,W007,27-01-2024,16-02-2024,22-02-2024,partial
PO014379,SUP0153,W005,21-01-2023,02-02-2023,11-02-2023,partial
PO014380,SUP0242,W010,04-12-2023,01-01-2024,02-01-2024,received
PO014381,SUP0017,W010,02-06-2024,21-07-2024,23-07-2024,received
PO014382,SUP0017,W009,28-03-2025,16-05-2025,19-05-2025,received
PO014383,SUP0177,W007,25-09-2023,13-11-2023,17-11-2023,partial
PO014384,SUP0027,W010,15-11-2025,23-12-2025,30-12-2025,received
PO014385,SUP0180,W009,20-05-2024,18-06-2024,29-06-2024,received
PO014386,SUP0170,W010,07-09-2023,02-10-2023,02-10-2023,received
PO014387,SUP0159,W002,03-01-2024,04-02-2024,14-02-2024,received
PO014388,SUP0141,W009,29-05-2024,12-06-2024,17-06-2024,received
PO014389,SUP0024,W001,18-03-2023,28-03-2023,28-03-2023,received
PO014390,SUP0014,W002,06-09-2023,21-09-2023,18-09-2023,received
PO014391,SUP0231,W008,02-10-2025,05-11-2025,02-11-2025,partial
PO014392,SUP0070,W004,04-04-2025,09-05-2025,08-05-2025,received
PO014393,SUP0198,W002,20-07-2023,29-08-2023,07-09-2023,received
PO014394,SUP0223,W006,20-06-2024,10-08-2024,23-08-2024,received
PO014395,SUP0031,W009,22-06-2025,23-07-2025,06-08-2025,received
PO014396,SUP0247,W006,21-02-2023,04-04-2023,10-04-2023,received
PO014397,SUP0038,W006,11-05-2025,08-06-2025,22-06-2025,received
PO014398,SUP0127,W010,27-07-2023,16-09-2023,23-09-2023,received
PO014399,SUP0096,W012,12-12-2023,28-12-2023,02-01-2024,received
PO014400,SUP0119,W001,10-11-2023,04-12-2023,14-12-2023,received
PO014401,SUP0138,W006,29-10-2023,22-12-2023,25-12-2023,received
PO014402,SUP0129,W002,12-11-2024,02-01-2025,12-01-2025,partial
PO014403,SUP0063,W007,17-03-2025,29-03-2025,10-04-2025,partial
PO014404,SUP0188,W009,06-08-2024,19-08-2024,16-08-2024,received
PO014405,SUP0028,W007,22-04-2024,07-06-2024,17-06-2024,received
PO014406,SUP0238,W009,03-09-2023,18-10-2023,,cancelled
PO014407,SUP0243,W003,27-05-2023,23-06-2023,02-07-2023,partial
PO014408,SUP0064,W008,01-07-2024,12-08-2024,17-08-2024,received
PO014409,SUP0136,W003,14-06-2024,02-08-2024,06-08-2024,received
PO014410,SUP0244,W011,15-09-2025,04-11-2025,10-11-2025,received
PO014411,SUP0110,W003,18-08-2025,12-10-2025,24-10-2025,received
PO014412,SUP0224,W004,23-05-2023,07-06-2023,14-06-2023,received
PO014413,SUP0239,W010,03-04-2025,08-05-2025,10-05-2025,received
PO014414,SUP0067,W003,29-10-2024,05-12-2024,13-12-2024,received
PO014415,SUP0034,W012,20-12-2024,19-01-2025,23-01-2025,received
PO014416,SUP0026,W012,22-07-2025,11-08-2025,19-08-2025,received
