movement_id,product_id,warehouse_id,movement_at,movement_type,quantity_change,purchase_order_line_id,transfer_id
M00102979,IP01808,W006,2024-11-02,sale,-17,,
M00102980,IP01574,W006,2023-02-25,sale,-19,,
M00102981,IP00950,W004,2024-07-12,sale,-15,,
M00102982,IP00590,W009,2025-01-04,sale,-24,,
M00102983,IP01874,W011,2025-04-26,sale,-5,,
M00102984,IP00811,W010,2024-08-26,sale,-13,,
M00102985,IP00260,W007,2023-10-14,sale,-9,,
M00102986,IP01238,W007,2023-10-03,adjustment,-8,,
M00102987,IP01744,W005,2025-04-04,sale,-7,,
M00102988,IP01469,W006,2025-01-27,adjustment,7,,
M00102989,IP01132,W005,2024-10-26,sale,-6,,
M00102990,IP02198,W003,2024-05-03,adjustment,5,,
M00102991,IP00025,W005,2024-06-01,adjustment,-1,,
M00102992,IP01938,W001,2025-11-11,sale,-25,,
M00102993,IP02055,W003,2023-05-31,sale,-2,,
M00102994,IP01778,W007,2024-01-07,sale,-24,,
M00102995,IP02326,W010,2023-06-10,sale,-10,,
M00102996,IP02193,W012,2024-02-24,adjustment,1,,
M00102997,IP00121,W009,2024-03-01,sale,-13,,
M00102998,IP02358,W003,2024-05-17,sale,-6,,
M00102999,IP00976,W007,2024-07-23,sale,-16,,
M00103000,IP02216,W006,2024-03-18,sale,-10,,
M00103001,IP01976,W001,2023-09-14,sale,-21,,
M00103002,IP00923,W004,2024-11-29,sale,-7,,
M00103003,IP00651,W009,2025-03-29,transfer,-5,,T0007144
M00103004,IP00651,W005,2025-03-29,transfer,5,,T0007144
M00103005,IP01044,W004,2024-02-19,sale,-2,,
M00103006,IP02071,W001,2023-06-21,sale,-22,,
M00103007,IP00181,W005,2025-03-10,transfer,-14,,T0007145
M00103008,IP00181,W011,2025-03-10,transfer,14,,T0007145
M00103009,IP01434,W002,2023-07-18,sale,-13,,
M00103010,IP02186,W009,2024-01-31,sale,-1,,
M00103011,IP02090,W003,2023-12-21,sale,-23,,
M00103012,IP00146,W003,2023-04-28,sale,-25,,
M00103013,IP01425,W005,2024-09-30,adjustment,-1,,
M00103014,IP01521,W012,2023-03-14,sale,-7,,
M00103015,IP00584,W005,2023-08-04,sale,-16,,
M00103016,IP02025,W011,2025-09-22,sale,-16,,
M00103017,IP01899,W008,2023-03-24,sale,-6,,
M00103018,IP00446,W002,2024-03-25,adjustment,7,,
M00103019,IP01084,W005,2025-07-11,sale,-23,,
M00103020,IP00560,W003,2023-01-28,sale,-6,,
M00103021,IP00123,W005,2025-11-04,sale,-22,,
M00103022,IP01698,W011,2025-05-22,sale,-17,,
M00103023,IP01095,W001,2025-01-20,sale,-13,,
M00103024,IP00613,W012,2023-09-11,sale,-21,,
M00103025,IP01953,W004,2025-11-30,sale,-4,,
M00103026,IP02303,W005,2023-09-12,sale,-5,,
M00103027,IP00709,W008,2023-12-29,transfer,-19,,T0007146
M00103028,IP00709,W010,2023-12-29,transfer,19,,T0007146
M00103029,IP01165,W011,2025-05-21,adjustment,2,,
M00103030,IP02247,W005,2025-06-01,sale,-16,,
M00103031,IP01402,W007,2024-03-25,sale,-21,,
M00103032,IP01287,W005,2023-01-19,sale,-14,,
M00103033,IP01764,W003,2023-11-05,transfer,-1,,T0007147
M00103034,IP01764,W005,2023-11-05,transfer,1,,T0007147
M00103035,IP00159,W009,2025-07-21,adjustment,-4,,
M00103036,IP02392,W001,2025-02-20,sale,-12,,
M00103037,IP01347,W002,2025-07-21,sale,-19,,
M00103038,IP00769,W007,2023-04-06,sale,-13,,
M00103039,IP01814,W006,2025-07-19,transfer,-21,,T0007148
M00103040,IP01814,W007,2025-07-19,transfer,21,,T0007148
M00103041,IP01988,W002,2023-08-24,sale,-22,,
M00103042,IP02438,W004,2024-08-08,sale,-3,,
M00103043,IP02326,W012,2024-02-08,sale,-5,,
M00103044,IP00570,W008,2023-12-04,sale,-15,,
M00103045,IP00927,W004,2024-03-03,sale,-2,,
M00103046,IP00103,W006,2025-05-27,sale,-13,,
M00103047,IP02401,W007,2024-03-07,sale,-25,,
M00103048,IP02127,W011,2024-05-16,transfer,-1,,T0007149
M00103049,IP02127,W006,2024-05-16,transfer,1,,T0007149
M00103050,IP00509,W007,2023-11-18,sale,-22,,
M00103051,IP02484,W005,2025-03-26,sale,-8,,
M00103052,IP00551,W002,2024-10-16,adjustment,4,,
M00103053,IP02044,W007,2025-01-23,sale,-11,,
M00103054,IP02476,W004,2025-02-14,sale,-4,,
M00103055,IP01583,W002,2024-03-04,sale,-9,,
M00103056,IP01821,W009,2023-04-03,sale,-16,,
M00103057,IP00216,W002,2024-07-21,sale,-4,,
M00103058,IP02071,W012,2024-07-24,sale,-11,,
M00103059,IP00024,W011,2024-10-26,sale,-20,,
M00103060,IP02130,W009,2024-05-04,sale,-4,,
M00103061,IP01279,W012,2025-09-19,sale,-5,,
M00103062,IP01969,W006,2025-08-23,sale,-9,,
M00103063,IP00901,W010,2024-07-18,sale,-17,,
M00103064,IP02154,W008,2025-03-17,transfer,-3,,T0007150
M00103065,IP02154,W001,2025-03-17,transfer,3,,T0007150
M00103066,IP00236,W001,2025-04-11,sale,-16,,
M00103067,IP02022,W009,2024-10-13,sale,-7,,
M00103068,IP02138,W002,2024-08-07,sale,-3,,
M00103069,IP01204,W011,2024-08-15,sale,-6,,
M00103070,IP00509,W012,2023-10-31,sale,-15,,
M00103071,IP00398,W004,2023-09-08,sale,-10,,
M00103072,IP01767,W004,2023-06-19,sale,-9,,
M00103073,IP01557,W002,2025-12-22,transfer,-16,,T0007151
M00103074,IP01557,W001,2025-12-22,transfer,16,,T0007151
M00103075,IP01137,W006,2023-01-12,transfer,-5,,T0007152
M00103076,IP01137,W011,2023-01-12,transfer,5,,T0007152
M00103077,IP01133,W009,2023-02-15,sale,-1,,
M00103078,IP00686,W003,2024-01-17,sale,-2,,
M00103079,IP01234,W002,2025-01-30,sale,-4,,
M00103080,IP00203,W008,2023-05-16,sale,-19,,
M00103081,IP01682,W002,2023-07-19,sale,-14,,
M00103082,IP01520,W004,2024-09-27,transfer,-8,,T0007153
M00103083,IP01520,W006,2024-09-27,transfer,8,,T0007153
M00103084,IP02361,W008,2024-03-28,sale,-5,,
M00103085,IP01332,W010,2025-05-06,sale,-9,,
M00103086,IP02159,W012,2023-05-28,sale,-14,,
M00103087,IP01441,W002,2025-08-23,sale,-6,,
M00103088,IP01878,W012,2024-09-11,sale,-19,,
M00103089,IP02063,W009,2025-04-08,sale,-6,,
M00103090,IP02426,W009,2024-07-06,sale,-10,,
M00103091,IP01777,W006,2023-04-02,sale,-18,,
M00103092,IP00573,W008,2023-06-19,sale,-17,,
M00103093,IP01142,W008,2023-03-01,adjustment,5,,
M00103094,IP01832,W010,2023-03-10,sale,-12,,
M00103095,IP02222,W004,2024-09-22,sale,-12,,
M00103096,IP01749,W001,2023-03-05,sale,-6,,
M00103097,IP01776,W010,2024-07-17,sale,-4,,
M00103098,IP01373,W006,2024-01-07,sale,-7,,
M00103099,IP00671,W007,2023-07-03,transfer,-20,,T0007154
M00103100,IP00671,W003,2023-07-03,transfer,20,,T0007154
M00103101,IP01933,W012,2024-09-03,sale,-10,,
M00103102,IP02209,W002,2025-11-30,sale,-8,,
M00103103,IP01673,W005,2025-01-21,sale,-23,,
M00103104,IP00195,W010,2025-05-11,adjustment,-4,,
M00103105,IP01312,W003,2024-10-01,sale,-3,,
M00103106,IP00974,W005,2025-05-29,adjustment,7,,
M00103107,IP00889,W009,2024-05-25,sale,-15,,
M00103108,IP00581,W004,2025-07-15,sale,-19,,
M00103109,IP02136,W008,2025-09-15,sale,-16,,
M00103110,IP01953,W008,2023-04-06,sale,-19,,
M00103111,IP01493,W009,2025-02-08,sale,-6,,
M00103112,IP00244,W008,2023-05-25,transfer,-17,,T0007155
M00103113,IP00244,W010,2023-05-25,transfer,17,,T0007155
M00103114,IP00617,W011,2023-11-20,adjustment,-8,,
M00103115,IP01251,W009,2024-08-09,sale,-24,,
M00103116,IP00669,W004,2024-06-05,transfer,-9,,T0007156
M00103117,IP00669,W003,2024-06-05,transfer,9,,T0007156
M00103118,IP02169,W005,2024-08-23,sale,-5,,
M00103119,IP00483,W005,2024-03-19,sale,-6,,
M00103120,IP02416,W009,2024-06-24,sale,-11,,
M00103121,IP00041,W004,2024-01-02,transfer,-25,,T0007157
M00103122,IP00041,W003,2024-01-02,transfer,25,,T0007157
M00103123,IP02245,W007,2023-07-21,sale,-12,,
M00103124,IP02074,W011,2025-02-22,sale,-21,,
M00103125,IP01638,W003,2024-06-29,sale,-20,,
M00103126,IP02429,W006,2025-03-14,transfer,-9,,T0007158
M00103127,IP02429,W012,2025-03-14,transfer,9,,T0007158
M00103128,IP00984,W004,2024-02-09,sale,-7,,
M00103129,IP01500,W003,2023-09-24,sale,-1,,
M00103130,IP00614,W012,2024-12-21,sale,-17,,
M00103131,IP01279,W011,2023-10-08,adjustment,-2,,
M00103132,IP02438,W008,2024-12-26,adjustment,7,,
M00103133,IP01282,W006,2024-09-02,sale,-25,,
M00103134,IP02285,W008,2023-08-06,adjustment,-5,,
M00103135,IP00759,W012,2024-07-17,sale,-10,,
M00103136,IP01962,W001,2025-01-26,sale,-16,,
M00103137,IP00339,W002,2025-08-25,sale,-17,,
M00103138,IP02467,W011,2025-08-03,transfer,-16,,T0007159
M00103139,IP02467,W008,2025-08-03,transfer,16,,T0007159
M00103140,IP01381,W008,2023-10-15,sale,-4,,
M00103141,IP01918,W009,2023-07-22,adjustment,7,,
M00103142,IP00597,W007,2024-05-23,sale,-20,,
M00103143,IP01535,W008,2025-10-08,adjustment,1,,
M00103144,IP00734,W010,2023-03-10,sale,-24,,
M00103145,IP02393,W006,2023-01-02,transfer,-23,,T0007160
M00103146,IP02393,W004,2023-01-02,transfer,23,,T0007160
M00103147,IP02330,W010,2023-10-10,sale,-17,,
M00103148,IP00351,W010,2025-10-16,sale,-19,,
M00103149,IP01914,W006,2024-04-06,sale,-9,,
M00103150,IP00010,W002,2024-01-20,sale,-3,,
M00103151,IP01223,W007,2025-06-01,sale,-2,,
M00103152,IP02246,W011,2024-06-11,transfer,-2,,T0007161
M00103153,IP02246,W007,2024-06-11,transfer,2,,T0007161
M00103154,IP02160,W007,2023-12-11,sale,-24,,
M00103155,IP01762,W007,2025-10-25,adjustment,-4,,
M00103156,IP00517,W009,2023-03-28,sale,-22,,
M00103157,IP01039,W012,2023-01-06,sale,-22,,
M00103158,IP01249,W001,2025-11-15,sale,-11,,
M00103159,IP02237,W010,2024-08-05,sale,-3,,
M00103160,IP02022,W011,2025-02-21,adjustment,-7,,
M00103161,IP00414,W006,2024-08-17,sale,-18,,
M00103162,IP00070,W009,2023-03-18,sale,-2,,
M00103163,IP00238,W002,2025-01-21,sale,-1,,
M00103164,IP00629,W012,2023-01-06,sale,-12,,
M00103165,IP00603,W007,2024-06-21,sale,-12,,
M00103166,IP01948,W006,2023-01-14,sale,-11,,
M00103167,IP01202,W012,2023-03-14,adjustment,-4,,
M00103168,IP01655,W005,2025-04-10,sale,-11,,
M00103169,IP01163,W005,2025-06-14,sale,-16,,
M00103170,IP01957,W005,2024-06-14,sale,-18,,
M00103171,IP01104,W006,2023-06-28,sale,-8,,
M00103172,IP01272,W012,2025-01-21,sale,-21,,
M00103173,IP01108,W012,2024-06-08,sale,-12,,
M00103174,IP02253,W011,2023-11-08,adjustment,-6,,
M00103175,IP00333,W005,2023-05-10,sale,-7,,
M00103176,IP01561,W003,2024-11-24,sale,-9,,
M00103177,IP01951,W005,2024-01-28,adjustment,6,,
M00103178,IP00134,W009,2023-08-25,transfer,-1,,T0007162
M00103179,IP00134,W006,2023-08-25,transfer,1,,T0007162
M00103180,IP01818,W012,2025-12-06,adjustment,1,,
M00103181,IP01590,W008,2023-10-10,sale,-2,,
M00103182,IP02321,W006,2024-03-30,transfer,-16,,T0007163
M00103183,IP02321,W007,2024-03-30,transfer,16,,T0007163
M00103184,IP00018,W002,2024-04-08,transfer,-8,,T0007164
M00103185,IP00018,W012,2024-04-08,transfer,8,,T0007164
M00103186,IP01112,W001,2025-02-17,sale,-16,,
M00103187,IP01766,W009,2023-03-03,sale,-1,,
M00103188,IP01357,W001,2024-07-31,sale,-21,,
M00103189,IP00975,W010,2024-10-11,sale,-16,,
M00103190,IP01939,W011,2024-08-29,sale,-14,,
M00103191,IP00730,W011,2025-04-10,sale,-20,,
M00103192,IP01084,W002,2023-06-12,sale,-5,,
M00103193,IP02261,W011,2023-10-28,sale,-4,,
M00103194,IP01626,W007,2025-08-20,sale,-22,,
M00103195,IP00544,W001,2024-05-13,transfer,-2,,T0007165
M00103196,IP00544,W012,2024-05-13,transfer,2,,T0007165
M00103197,IP00890,W001,2025-03-02,transfer,-1,,T0007166
M00103198,IP00890,W007,2025-03-02,transfer,1,,T0007166
M00103199,IP02283,W011,2025-12-14,adjustment,-2,,
M00103200,IP00923,W011,2024-06-30,sale,-2,,
M00103201,IP00178,W007,2025-06-14,adjustment,1,,
M00103202,IP00565,W012,2025-04-29,sale,-16,,
M00103203,IP00286,W005,2025-08-01,sale,-4,,
M00103204,IP01207,W001,2024-04-03,sale,-25,,
M00103205,IP00145,W006,2024-06-20,transfer,-2,,T0007167
M00103206,IP00145,W001,2024-06-20,transfer,2,,T0007167
M00103207,IP02231,W012,2025-08-27,sale,-16,,
M00103208,IP00866,W008,2025-11-26,sale,-23,,
M00103209,IP01635,W002,2023-12-21,adjustment,-7,,
M00103210,IP00970,W007,2023-07-15,adjustment,-2,,
M00103211,IP00609,W001,2025-01-01,sale,-15,,
M00103212,IP02407,W004,2025-11-11,sale,-3,,
M00103213,IP01288,W002,2023-01-10,sale,-6,,
M00103214,IP01410,W005,2024-03-09,sale,-12,,
M00103215,IP01111,W009,2024-05-04,transfer,-7,,T0007168
M00103216,IP01111,W008,2024-05-04,transfer,7,,T0007168
M00103217,IP02289,W012,2024-10-06,sale,-10,,
M00103218,IP00888,W009,2024-06-21,transfer,-6,,T0007169
M00103219,IP00888,W010,2024-06-21,transfer,6,,T0007169
M00103220,IP01030,W012,2025-03-25,sale,-7,,
M00103221,IP02227,W006,2024-06-12,sale,-21,,
M00103222,IP00742,W011,2025-11-28,adjustment,1,,
M00103223,IP02115,W011,2023-01-15,sale,-13,,
M00103224,IP00551,W011,2025-12-16,transfer,-24,,T0007170
M00103225,IP00551,W001,2025-12-16,transfer,24,,T0007170
M00103226,IP02257,W010,2024-09-10,sale,-18,,
M00103227,IP00770,W004,2024-05-31,adjustment,-4,,
M00103228,IP02062,W009,2025-03-20,sale,-1,,
M00103229,IP01452,W011,2023-08-25,sale,-13,,
M00103230,IP01541,W006,2023-10-21,sale,-8,,
M00103231,IP00617,W009,2025-11-18,transfer,-25,,T0007171
M00103232,IP00617,W002,2025-11-18,transfer,25,,T0007171
M00103233,IP01667,W003,2024-04-14,sale,-2,,
M00103234,IP02205,W012,2025-09-16,sale,-22,,
M00103235,IP02069,W006,2025-05-13,sale,-21,,
M00103236,IP01310,W012,2023-08-26,sale,-25,,
M00103237,IP00996,W010,2023-05-22,sale,-3,,
M00103238,IP02488,W012,2023-08-10,sale,-5,,
M00103239,IP00546,W008,2024-05-22,transfer,-10,,T0007172
M00103240,IP00546,W007,2024-05-22,transfer,10,,T0007172
M00103241,IP02051,W002,2025-06-11,sale,-19,,
M00103242,IP00196,W012,2025-12-26,sale,-15,,
M00103243,IP00917,W008,2023-07-04,sale,-22,,
M00103244,IP02096,W001,2024-10-23,sale,-23,,
M00103245,IP01814,W009,2024-09-28,sale,-13,,
M00103246,IP00473,W003,2025-12-03,sale,-23,,
M00103247,IP02321,W008,2023-02-07,sale,-6,,
M00103248,IP00932,W001,2025-01-01,sale,-10,,
M00103249,IP02288,W009,2024-06-12,transfer,-24,,T0007173
M00103250,IP02288,W001,2024-06-12,transfer,24,,T0007173
M00103251,IP02156,W011,2023-01-03,sale,-1,,
M00103252,IP00455,W008,2023-07-25,sale,-20,,
M00103253,IP01590,W005,2025-11-21,sale,-18,,
M00103254,IP02432,W012,2024-06-13,sale,-7,,
M00103255,IP01472,W010,2024-10-21,transfer,-4,,T0007174
M00103256,IP01472,W012,2024-10-21,transfer,4,,T0007174
M00103257,IP01258,W004,2023-07-09,sale,-22,,
M00103258,IP00361,W011,2024-10-26,sale,-19,,
M00103259,IP01970,W004,2023-08-10,sale,-15,,
M00103260,IP01010,W001,2024-08-20,sale,-16,,
M00103261,IP01725,W004,2025-01-09,transfer,-19,,T0007175
M00103262,IP01725,W012,2025-01-09,transfer,19,,T0007175
M00103263,IP00634,W008,2023-07-23,sale,-23,,
M00103264,IP00204,W006,2024-02-18,sale,-18,,
M00103265,IP02059,W004,2025-09-03,sale,-16,,
M00103266,IP02376,W007,2023-07-31,sale,-1,,
M00103267,IP00217,W011,2023-07-31,sale,-15,,
M00103268,IP02343,W006,2025-08-28,sale,-8,,
M00103269,IP01538,W007,2024-02-09,sale,-25,,
M00103270,IP01842,W011,2024-09-15,sale,-13,,
M00103271,IP01200,W010,2025-02-19,sale,-18,,
M00103272,IP02013,W005,2024-02-20,sale,-10,,
M00103273,IP01930,W007,2025-01-29,transfer,-5,,T0007176
M00103274,IP01930,W012,2025-01-29,transfer,5,,T0007176
M00103275,IP02058,W002,2025-06-09,sale,-8,,
M00103276,IP02011,W003,2023-11-26,sale,-4,,
M00103277,IP01430,W010,2024-01-11,adjustment,-7,,
M00103278,IP02004,W004,2025-09-01,transfer,-5,,T0007177
M00103279,IP02004,W005,2025-09-01,transfer,5,,T0007177
M00103280,IP01018,W012,2023-12-12,sale,-24,,
M00103281,IP01035,W003,2024-02-06,sale,-16,,
M00103282,IP00748,W003,2023-05-14,adjustment,-3,,
M00103283,IP00009,W010,2023-11-11,sale,-10,,
M00103284,IP01208,W006,2025-08-27,transfer,-24,,T0007178
M00103285,IP01208,W002,2025-08-27,transfer,24,,T0007178
M00103286,IP00791,W007,2025-11-09,sale,-10,,
M00103287,IP02023,W003,2025-07-26,sale,-7,,
M00103288,IP00571,W003,2025-12-26,sale,-4,,
M00103289,IP02421,W004,2024-01-16,adjustment,4,,
M00103290,IP02329,W001,2023-05-22,sale,-24,,
M00103291,IP02408,W005,2024-09-02,transfer,-7,,T0007179
M00103292,IP02408,W012,2024-09-02,transfer,7,,T0007179
M00103293,IP00737,W003,2023-08-25,sale,-20,,
M00103294,IP00830,W001,2023-07-07,sale,-23,,
M00103295,IP00823,W009,2024-12-07,adjustment,4,,
M00103296,IP02403,W005,2023-02-14,sale,-4,,
M00103297,IP01284,W005,2024-04-09,sale,-11,,
M00103298,IP02127,W009,2023-04-14,sale,-15,,
M00103299,IP00366,W008,2024-06-04,sale,-8,,
M00103300,IP01472,W006,2024-01-11,sale,-20,,
M00103301,IP00326,W006,2023-02-13,sale,-20,,
M00103302,IP00679,W011,2025-07-12,sale,-8,,
M00103303,IP00975,W005,2024-12-16,sale,-5,,
M00103304,IP01239,W002,2025-02-02,sale,-23,,
M00103305,IP00545,W003,2025-06-19,sale,-10,,
M00103306,IP00690,W004,2024-09-29,sale,-11,,
M00103307,IP02454,W002,2024-09-22,sale,-2,,
M00103308,IP01482,W010,2023-06-05,transfer,-13,,T0007180
M00103309,IP01482,W009,2023-06-05,transfer,13,,T0007180
M00103310,IP00540,W007,2023-01-16,sale,-18,,
M00103311,IP02091,W001,2025-04-19,transfer,-14,,T0007181
M00103312,IP02091,W005,2025-04-19,transfer,14,,T0007181
M00103313,IP00773,W002,2024-05-17,sale,-3,,
M00103314,IP00271,W007,2025-03-27,sale,-3,,
M00103315,IP00054,W009,2023-04-01,transfer,-6,,T0007182
M00103316,IP00054,W011,2023-04-01,transfer,6,,T0007182
M00103317,IP00557,W004,2025-01-24,sale,-10,,
M00103318,IP00570,W005,2024-08-18,sale,-14,,
M00103319,IP01014,W011,2025-10-24,sale,-5,,
M00103320,IP01912,W012,2025-09-04,sale,-20,,
M00103321,IP00786,W008,2023-12-22,sale,-6,,
M00103322,IP00283,W003,2024-10-29,transfer,-22,,T0007183
M00103323,IP00283,W001,2024-10-29,transfer,22,,T0007183
M00103324,IP01087,W008,2025-06-20,transfer,-16,,T0007184
M00103325,IP01087,W011,2025-06-20,transfer,16,,T0007184
M00103326,IP00001,W001,2023-07-26,sale,-15,,
M00103327,IP01924,W009,2023-12-01,sale,-7,,
M00103328,IP00412,W004,2025-01-16,sale,-23,,
M00103329,IP02483,W012,2023-05-17,sale,-24,,
M00103330,IP00595,W008,2023-03-12,sale,-13,,
M00103331,IP00584,W012,2023-09-25,sale,-19,,
M00103332,IP00887,W008,2023-12-31,sale,-3,,
M00103333,IP00311,W003,2024-05-09,transfer,-5,,T0007185
M00103334,IP00311,W002,2024-05-09,transfer,5,,T0007185
M00103335,IP00633,W010,2025-11-16,sale,-12,,
M00103336,IP01229,W002,2024-04-07,sale,-22,,
M00103337,IP01506,W002,2023-05-08,transfer,-16,,T0007186
M00103338,IP01506,W008,2023-05-08,transfer,16,,T0007186
M00103339,IP00564,W011,2025-02-19,transfer,-18,,T0007187
M00103340,IP00564,W001,2025-02-19,transfer,18,,T0007187
M00103341,IP01836,W005,2025-01-29,sale,-17,,
M00103342,IP00023,W004,2025-02-15,sale,-5,,
M00103343,IP00967,W004,2024-11-11,sale,-17,,
M00103344,IP01472,W002,2025-10-05,adjustment,7,,
M00103345,IP02353,W002,2025-04-25,transfer,-12,,T0007188
M00103346,IP02353,W009,2025-04-25,transfer,12,,T0007188
M00103347,IP01893,W005,2024-01-04,sale,-21,,
M00103348,IP00978,W006,2025-10-10,transfer,-3,,T0007189
M00103349,IP00978,W004,2025-10-10,transfer,3,,T0007189
M00103350,IP02355,W004,2025-09-15,transfer,-13,,T0007190
M00103351,IP02355,W012,2025-09-15,transfer,13,,T0007190
M00103352,IP02222,W008,2025-10-12,sale,-16,,
M00103353,IP01816,W008,2025-09-20,transfer,-11,,T0007191
M00103354,IP01816,W012,2025-09-20,transfer,11,,T0007191
M00103355,IP01290,W007,2025-08-25,sale,-19,,
M00103356,IP01389,W007,2023-07-02,sale,-17,,
M00103357,IP01890,W011,2025-04-12,transfer,-9,,T0007192
M00103358,IP01890,W006,2025-04-12,transfer,9,,T0007192
M00103359,IP01144,W010,2025-09-06,sale,-14,,
M00103360,IP01250,W010,2024-05-02,sale,-18,,
M00103361,IP02215,W003,2024-08-12,adjustment,-7,,
M00103362,IP02208,W007,2023-01-30,transfer,-20,,T0007193
M00103363,IP02208,W009,2023-01-30,transfer,20,,T0007193
M00103364,IP00463,W010,2023-07-25,sale,-9,,
M00103365,IP00327,W011,2025-10-05,sale,-12,,
M00103366,IP01204,W001,2023-11-28,sale,-10,,
M00103367,IP02472,W003,2023-07-03,sale,-20,,
M00103368,IP02122,W012,2024-09-15,sale,-19,,
M00103369,IP00811,W005,2024-05-14,sale,-23,,
M00103370,IP01530,W008,2025-07-25,sale,-15,,
M00103371,IP01252,W001,2025-04-27,sale,-7,,
M00103372,IP01440,W004,2025-07-24,sale,-25,,
M00103373,IP02030,W004,2025-08-29,sale,-6,,
M00103374,IP02100,W007,2023-12-28,sale,-21,,
M00103375,IP01130,W003,2025-03-06,sale,-7,,
M00103376,IP00268,W004,2024-04-06,adjustment,1,,
M00103377,IP00557,W008,2023-08-16,adjustment,-5,,
M00103378,IP02115,W003,2025-03-01,transfer,-7,,T0007194
M00103379,IP02115,W006,2025-03-01,transfer,7,,T0007194
M00103380,IP00197,W005,2023-07-11,sale,-13,,
M00103381,IP01848,W011,2025-09-15,adjustment,-6,,
M00103382,IP02439,W009,2023-02-11,sale,-13,,
M00103383,IP01408,W012,2025-08-25,sale,-22,,
M00103384,IP00285,W008,2024-02-05,sale,-2,,
M00103385,IP02404,W002,2025-11-30,sale,-20,,
M00103386,IP00497,W007,2025-05-30,transfer,-24,,T0007195
M00103387,IP00497,W009,2025-05-30,transfer,24,,T0007195
M00103388,IP02349,W009,2024-07-12,sale,-12,,
M00103389,IP00746,W002,2024-01-17,transfer,-7,,T0007196
M00103390,IP00746,W005,2024-01-17,transfer,7,,T0007196
M00103391,IP01909,W007,2024-12-29,transfer,-12,,T0007197
M00103392,IP01909,W011,2024-12-29,transfer,12,,T0007197
M00103393,IP00497,W006,2024-05-22,adjustment,8,,
M00103394,IP01734,W003,2023-03-28,sale,-20,,
M00103395,IP00703,W007,2024-04-30,sale,-10,,
M00103396,IP01681,W009,2024-01-29,transfer,-19,,T0007198
M00103397,IP01681,W002,2024-01-29,transfer,19,,T0007198
M00103398,IP02339,W003,2024-10-31,transfer,-23,,T0007199
M00103399,IP02339,W012,2024-10-31,transfer,23,,T0007199
M00103400,IP00301,W003,2024-08-29,transfer,-3,,T0007200
M00103401,IP00301,W007,2024-08-29,transfer,3,,T0007200
M00103402,IP00100,W010,2023-05-18,adjustment,1,,
M00103403,IP01827,W012,2025-12-27,sale,-11,,
M00103404,IP00727,W001,2025-06-15,sale,-4,,
M00103405,IP00093,W012,2023-01-22,sale,-4,,
M00103406,IP01512,W008,2025-11-28,sale,-14,,
M00103407,IP02221,W009,2025-01-08,sale,-22,,
M00103408,IP01252,W010,2025-03-23,transfer,-3,,T0007201
M00103409,IP01252,W007,2025-03-23,transfer,3,,T0007201
M00103410,IP02088,W007,2025-11-21,sale,-7,,
M00103411,IP02095,W011,2025-06-27,sale,-25,,
M00103412,IP00653,W004,2025-09-23,adjustment,-1,,
M00103413,IP01483,W004,2024-10-26,sale,-13,,
M00103414,IP02136,W008,2025-11-06,sale,-10,,
M00103415,IP02074,W012,2025-04-02,sale,-3,,
M00103416,IP02314,W006,2024-10-17,sale,-2,,
M00103417,IP02393,W005,2025-06-03,transfer,-19,,T0007202
M00103418,IP02393,W008,2025-06-03,transfer,19,,T0007202
M00103419,IP00497,W002,2024-03-10,adjustment,-1,,
M00103420,IP00681,W004,2023-11-20,sale,-17,,
M00103421,IP01715,W010,2025-02-24,sale,-25,,
M00103422,IP00027,W007,2023-04-26,sale,-23,,
M00103423,IP00586,W009,2023-09-01,sale,-15,,
M00103424,IP00328,W010,2024-10-23,sale,-19,,
M00103425,IP02398,W001,2025-08-17,sale,-22,,
M00103426,IP00726,W005,2023-09-24,adjustment,-5,,
M00103427,IP02098,W005,2025-01-02,adjustment,-4,,
M00103428,IP00654,W009,2025-04-09,sale,-21,,
M00103429,IP00149,W012,2023-07-17,sale,-3,,
M00103430,IP01371,W008,2024-05-23,sale,-10,,
M00103431,IP02306,W009,2023-12-17,sale,-16,,
M00103432,IP00186,W007,2023-08-10,sale,-1,,
M00103433,IP00676,W003,2025-02-17,sale,-1,,
M00103434,IP01424,W011,2024-08-29,sale,-2,,
M00103435,IP00589,W004,2025-08-13,sale,-10,,
M00103436,IP01847,W003,2024-09-04,sale,-5,,
M00103437,IP01051,W003,2025-12-19,transfer,-9,,T0007203
M00103438,IP01051,W012,2025-12-19,transfer,9,,T0007203
M00103439,IP00910,W010,2025-01-29,adjustment,8,,
M00103440,IP02256,W012,2023-10-29,transfer,-4,,T0007204
M00103441,IP02256,W004,2023-10-29,transfer,4,,T0007204
M00103442,IP02085,W010,2023-11-04,sale,-3,,
M00103443,IP01295,W006,2024-04-15,sale,-13,,
M00103444,IP00576,W005,2024-08-13,sale,-15,,
M00103445,IP01405,W010,2024-11-25,sale,-5,,
M00103446,IP00405,W009,2025-04-11,sale,-12,,
M00103447,IP01641,W006,2025-09-18,adjustment,1,,
M00103448,IP02180,W002,2025-04-13,transfer,-12,,T0007205
M00103449,IP02180,W007,2025-04-13,transfer,12,,T0007205
M00103450,IP01813,W009,2025-02-17,transfer,-24,,T0007206
M00103451,IP01813,W012,2025-02-17,transfer,24,,T0007206
M00103452,IP00313,W003,2025-09-20,transfer,-23,,T0007207
M00103453,IP00313,W009,2025-09-20,transfer,23,,T0007207
